UF;Município;Ano 2021;Completa;Simplificada;Original;Retificadora;IAP;IAR;SSI;Pré-Preenchida;PGD;APP;Online;Restituição Conta; Restituição PIX; Final Espólio; Saída Definitiva; Feminino; Média Idade;Ano 2020;Ano 2019;Ano 2018
GO;JAUPACI;287;130;157;262;25;39;124;124;0;283;2;2;124;0;0;0;120;49;258;252;253
GO;JESUPOLIS;124;54;70;117;7;15;78;31;0;121;1;2;78;0;0;0;51;47;127;127;127
GO;JOVIANIA;1.323;560;763;1.229;94;210;539;574;0;1.311;10;2;539;0;0;0;431;47;1.179;1.107;1.063
GO;JUSSARA;3.107;1.232;1.875;2.798;309;524;1.392;1.191;7;3.078;28;1;1.392;0;0;2;1.234;47;2.782;2.774;2.695
GO;LAGOA SANTA;168;53;115;162;6;42;85;41;0;166;2;0;85;0;0;0;72;48;152;138;133
GO;LEOPOLDO DE BULHOES;638;259;379;583;55;133;331;174;14;630;8;0;331;0;0;0;267;49;576;530;497
GO;LUZIANIA;19.603;8.964;10.639;17.355;2.248;2.594;13.014;3.995;180;18.373;1.027;203;13.014;0;0;5;7.393;44;17.645;16.640;15.396
GO;MAIRIPOTABA;302;148;154;277;25;50;110;142;0;302;0;0;110;0;0;1;114;51;296;254;264
GO;MAMBAI;693;327;366;630;63;77;484;132;2;661;30;2;484;0;0;0;219;40;620;574;536
GO;MARA ROSA;1.271;552;719;1.110;161;194;580;497;7;1.250;17;4;580;0;0;0;481;48;1.167;1.087;1.016
GO;MARZAGAO;276;109;167;260;16;58;157;61;4;271;5;0;157;0;0;0;104;46;258;248;229
GO;MATRINCHA;395;179;216;360;35;62;203;130;0;389;5;1;203;0;0;0;169;47;364;360;331
GO;MAURILANDIA;1.692;845;847;1.523;169;190;1.195;307;4;1.554;130;8;1.195;0;0;0;367;42;1.558;1.614;1.722
GO;MIMOSO DE GOIAS;125;42;83;113;12;13;89;23;1;118;7;0;89;0;0;1;44;48;141;140;129
GO;MINACU;3.273;1.469;1.804;2.943;330;471;2.176;626;26;3.185;79;9;2.176;0;2;0;1.125;47;3.181;3.024;3.055
GO;MINEIROS;11.675;5.452;6.223;10.602;1.073;1.973;7.318;2.384;254;11.210;410;55;7.318;0;0;15;4.199;44;10.605;10.075;9.854
GO;MOIPORA;149;65;84;137;12;25;84;40;1;148;1;0;84;0;0;0;52;50;141;128;120
GO;MONTE ALEGRE DE GOIAS;307;151;156;279;28;43;192;72;3;303;4;0;192;0;0;0;152;48;296;309;297
GO;MONTES CLAROS DE GOIAS;1.078;449;629;990;88;190;601;287;4;1.039;39;0;601;0;0;0;339;45;937;912;923
GO;MONTIVIDIU;2.367;974;1.393;2.129;238;305;1.381;681;3;2.308;50;9;1.381;0;1;0;603;43;2.073;1.945;1.740
GO;MONTIVIDIU DO NORTE;248;96;152;219;29;45;133;70;0;242;5;1;133;0;0;1;96;45;224;221;220
GO;MORRINHOS;7.536;3.118;4.418;6.793;743;1.502;4.067;1.967;53;7.397;108;31;4.067;0;0;4;2.734;47;6.953;6.614;6.342
GO;MORRO AGUDO DE GOIAS;267;106;161;251;16;60;140;67;0;263;4;0;140;0;0;0;102;48;208;183;174
GO;MOSSAMEDES;472;159;313;432;40;83;252;137;2;467;4;1;252;0;0;0;232;50;447;425;457
GO;MOZARLANDIA;1.867;677;1.190;1.723;144;260;1.126;481;25;1.823;41;3;1.126;0;0;0;600;43;1.691;1.500;1.363
GO;MUNDO NOVO;513;173;340;461;52;114;236;163;2;511;0;2;236;0;0;0;209;45;479;492;478
GO;MUTUNOPOLIS;298;122;176;272;26;58;156;84;0;297;1;0;156;0;2;2;130;49;260;247;228
GO;NAZARIO;778;286;492;702;76;114;430;234;2;763;12;3;430;0;0;1;295;45;720;689;620
GO;NEROPOLIS;3.927;1.740;2.187;3.555;372;635;2.173;1.119;20;3.800;114;13;2.173;0;1;3;1.584;43;3.530;3.275;2.983
GO;NIQUELANDIA;4.089;1.717;2.372;3.775;314;698;2.407;984;41;4.002;78;9;2.407;0;0;3;1.552;45;3.890;3.785;3.679
GO;NOVA AMERICA;153;76;77;143;10;24;84;45;1;152;1;0;84;0;0;0;58;51;159;144;145
GO;NOVA AURORA;316;144;172;296;20;48;160;108;1;315;1;0;160;0;0;1;113;49;284;267;281
GO;NOVA CRIXAS;1.227;352;875;1.106;121;189;651;387;4;1.210;15;2;651;0;0;1;395;44;1.113;1.167;1.060
GO;NOVA GLORIA;751;235;516;685;66;109;344;298;2;736;15;0;344;0;0;0;302;48;716;675;682
GO;NOVA IGUACU DE GOIAS;286;150;136;258;28;39;197;50;4;280;6;0;197;0;0;0;81;43;255;238;238
GO;NOVA ROMA;192;67;125;173;19;36;115;41;0;188;4;0;115;0;0;0;103;51;189;172;146
GO;NOVA VENEZA;1.042;434;608;938;104;190;573;279;3;1.014;18;10;573;0;0;1;474;45;960;839;815
GO;NOVO BRASIL;236;104;132;223;13;48;135;53;0;233;3;0;135;0;0;0;100;49;246;227;204
GO;NOVO GAMA;7.238;3.417;3.821;6.356;882;829;5.015;1.394;29;6.658;501;79;5.015;0;0;1;2.704;44;6.684;6.222;5.661
GO;NOVO PLANALTO;336;94;242;313;23;66;119;151;2;333;0;3;119;0;0;0;117;50;301;303;301
GO;ORIZONA;1.862;860;1.002;1.714;148;319;852;691;25;1.831;24;7;852;0;0;9;693;49;1.767;1.632;1.472
GO;OURO VERDE DE GOIAS;324;134;190;291;33;61;192;71;0;313;9;2;192;0;0;0;156;47;297;295;267
GO;OUVIDOR;1.060;588;472;920;140;106;858;96;4;1.032;24;4;858;0;0;1;307;45;936;949;850
GO;PADRE BERNARDO;2.279;826;1.453;2.036;243;301;1.402;576;14;2.188;83;8;1.402;0;0;2;965;45;2.136;2.039;1.907
GO;PALESTINA DE GOIAS;333;95;238;317;16;43;118;172;0;330;2;1;118;0;0;0;134;50;316;301;293
GO;PALMEIRAS DE GOIAS;3.397;1.285;2.112;2.997;400;589;1.940;868;41;3.323;62;12;1.940;0;0;3;1.186;43;2.868;2.579;2.365
GO;PALMELO;270;107;163;248;22;51;145;74;5;264;5;1;145;0;0;0;131;51;228;243;220
GO;PALMINOPOLIS;476;230;246;435;41;71;245;160;0;473;3;0;245;0;0;1;161;47;430;387;340
GO;PANAMA;328;145;183;304;24;50;180;98;2;315;13;0;180;0;0;0;131;49;293;270;257
GO;PARANAIGUARA;1.344;495;849;1.225;119;196;756;392;1;1.302;41;1;756;0;0;2;469;47;1.238;1.227;1.261
GO;PARAUNA;1.624;705;919;1.445;179;273;950;401;20;1.604;17;3;950;0;0;2;588;46;1.427;1.442;1.361
GO;PEROLANDIA;333;127;206;300;33;60;222;51;1;322;7;4;222;0;0;0;120;45;291;280;274
GO;PETROLINA DE GOIAS;848;361;487;782;66;164;412;272;7;829;11;8;412;0;0;1;369;50;818;787;749
GO;PILAR DE GOIAS;220;87;133;196;24;30;145;45;3;219;1;0;145;0;0;0;88;43;220;213;217
GO;PIRACANJUBA;2.827;1.118;1.709;2.559;268;603;1.342;882;14;2.788;29;10;1.342;0;0;4;1.216;49;2.533;2.434;2.343
GO;PIRANHAS;1.315;717;598;1.121;194;234;743;338;5;1.295;18;2;743;0;0;0;535;48;1.177;1.141;1.077
GO;PIRENOPOLIS;2.436;862;1.574;2.232;204;354;1.215;867;19;2.334;86;16;1.215;0;0;3;1.139;49;2.269;2.105;1.957
GO;PIRES DO RIO;5.065;2.249;2.816;4.614;451;908;2.644;1.513;56;4.941;102;22;2.644;0;0;8;1.970;49;4.676;4.497;4.286
GO;PLANALTINA;8.030;3.770;4.260;7.082;948;1.076;5.714;1.240;46;7.418;542;70;5.714;0;1;3;3.164;43;7.263;6.803;6.106
GO;PONTALINA;2.270;733;1.537;2.059;211;481;785;1.004;29;2.238;26;6;785;0;0;2;922;50;2.121;2.056;1.990
GO;PORANGATU;5.340;2.529;2.811;4.792;548;897;2.674;1.769;44;5.234;87;19;2.674;0;0;5;2.171;47;4.882;4.770;4.493
GO;PORTEIRAO;609;295;314;534;75;71;447;91;3;588;19;2;447;0;0;0;144;41;552;545;507
GO;PORTELANDIA;441;158;283;406;35;53;229;159;0;430;11;0;229;0;0;0;138;47;413;386;361
GO;POSSE;4.392;1.914;2.478;3.987;405;618;2.369;1.405;21;4.259;113;20;2.369;0;0;1;1.609;43;4.009;3.829;3.597
GO;PROFESSOR JAMIL;360;199;161;294;66;57;202;101;0;353;6;1;202;0;0;0;153;47;309;282;274
GO;QUIRINOPOLIS;9.468;4.510;4.958;8.584;884;1.559;5.839;2.070;90;9.215;232;21;5.839;0;0;17;2.670;45;8.652;8.430;8.041
GO;RIALMA;1.462;568;894;1.328;134;229;786;447;33;1.421;30;11;786;0;0;0;612;47;1.411;1.409;1.387
GO;RIANAPOLIS;455;248;207;396;59;51;286;118;7;447;8;0;286;0;0;0;171;48;414;407;401
GO;RIO QUENTE;522;178;344;475;47;78;299;145;4;504;14;4;299;0;0;1;189;46;550;541;476
GO;RIO VERDE;39.518;19.378;20.140;35.699;3.819;6.594;22.028;10.896;436;38.080;1.248;190;22.028;0;0;23;14.783;43;35.559;33.478;31.345
GO;RUBIATABA;2.777;1.119;1.658;2.522;255;479;1.494;804;91;2.705;59;13;1.494;0;0;3;1.052;46;2.545;2.403;2.319
GO;SANCLERLANDIA;1.034;392;642;970;64;148;452;434;0;1.030;4;0;452;0;0;0;428;48;978;944;875
GO;SANTA BARBARA DE GOIAS;602;244;358;518;84;108;288;206;0;592;10;0;288;0;0;0;245;46;586;606;579
GO;SANTA CRUZ DE GOIAS;207;87;120;188;19;38;108;61;0;206;1;0;108;0;0;0;93;53;183;167;160
GO;SANTA FE DE GOIAS;664;199;465;620;44;79;281;304;0;656;8;0;281;0;0;0;235;46;568;589;534
GO;SANTA HELENA DE GOIAS;6.314;2.641;3.673;5.696;618;1.223;3.592;1.499;95;5.971;314;29;3.592;0;0;8;2.236;44;5.887;5.642;5.662
GO;SANTA ISABEL;249;110;139;232;17;41;135;73;1;239;10;0;135;0;0;1;112;49;238;221;219
GO;SANTA RITA DO ARAGUAIA;1.051;568;483;919;132;168;701;182;28;955;88;8;701;0;0;0;397;46;937;951;912
GO;SANTA RITA DO NOVO DESTINO;175;73;102;163;12;18;129;28;0;167;8;0;129;0;0;0;65;44;162;140;131
GO;SANTA ROSA DE GOIAS;258;80;178;228;30;37;128;93;0;253;5;0;128;0;0;0;116;49;227;215;180
GO;SANTA TEREZA DE GOIAS;346;157;189;315;31;42;172;132;2;345;0;1;172;0;0;0;172;49;340;333;324
GO;SANTA TEREZINHA DE GOIAS;861;278;583;785;76;179;381;301;7;844;9;8;381;0;0;0;330;48;806;758;729
GO;SANTO ANTONIO DA BARRA;469;189;280;433;36;72;310;87;2;446;23;0;310;0;0;0;122;43;414;411;400
GO;SANTO ANTONIO DE GOIAS;847;394;453;764;83;191;452;204;6;817;27;3;452;0;0;1;316;46;804;701;687
GO;SANTO ANTONIO DO DESCOBERTO;4.790;2.114;2.676;4.250;540;595;3.392;803;23;4.454;287;49;3.392;0;0;0;1.858;43;4.350;4.035;3.771
GO;SAO DOMINGOS;728;338;390;639;89;87;504;137;0;716;11;1;504;0;0;0;291;46;663;653;620
GO;SAO FRANCISCO DE GOIAS;438;165;273;410;28;58;235;145;9;434;4;0;235;0;0;1;207;47;445;410;419
GO;SAO JOAO DA PARAUNA;289;151;138;254;35;42;150;97;3;278;5;6;150;0;0;2;109;48;188;196;190
GO;SAO JOAO DALIANCA;889;287;602;833;56;129;532;228;1;866;20;3;532;0;0;0;321;44;819;771;726
GO;SAO LUIS DE MONTES BELOS;4.802;2.012;2.790;4.337;465;862;2.555;1.385;28;4.696;87;19;2.555;0;0;8;1.945;47;4.431;4.258;4.046
GO;SAO LUIZ DO NORTE;384;110;274;356;28;65;170;149;2;371;13;0;170;0;0;0;165;45;356;344;332
GO;SAO MIGUEL DO ARAGUAIA;2.783;939;1.844;2.563;220;528;1.440;815;4;2.722;47;14;1.440;0;0;1;1.114;47;2.479;2.398;2.246
GO;SAO MIGUEL DO PASSA QUATRO;324;103;221;303;21;86;144;94;5;320;4;0;144;0;0;1;139;46;283;253;253
GO;SAO PATRICIO;253;73;180;233;20;32;172;49;2;246;7;0;172;0;0;0;80;48;192;184;176
GO;SAO SIMAO;2.533;978;1.555;2.352;181;360;1.534;639;17;2.424;96;13;1.534;0;2;2;866;45;2.187;2.111;2.108
GO;SENADOR CANEDO;14.174;6.292;7.882;12.748;1.426;2.272;8.800;3.102;63;13.474;589;111;8.800;0;0;3;5.200;41;12.353;10.633;9.359
GO;SERRANOPOLIS;1.332;564;768;1.169;163;132;874;326;10;1.288;42;2;874;0;0;0;326;44;1.146;1.007;1.026
GO;SILVANIA;2.615;1.144;1.471;2.387;228;607;1.404;604;74;2.571;41;3;1.404;0;0;4;1.179;46;2.443;2.272;2.033
GO;SIMOLANDIA;394;161;233;363;31;67;214;113;0;385;9;0;214;0;0;0;176;44;364;358;344
GO;SITIO DABADIA;121;72;49;110;11;10;86;25;0;119;1;1;86;0;0;1;57;46;112;98;86
GO;TAQUARAL DE GOIAS;443;121;322;421;22;83;152;208;1;438;4;1;152;0;0;0;179;47;431;435;425
GO;TERESINA DE GOIAS;131;74;57;123;8;15;97;19;0;131;0;0;97;0;0;0;69;49;123;121;120
GO;TEREZOPOLIS DE GOIAS;594;286;308;520;74;112;343;139;5;568;25;1;343;0;0;0;273;46;527;477;436
GO;TRES RANCHOS;282;126;156;257;25;63;171;48;0;275;4;3;171;0;0;0;102;49;262;254;240
GO;TRINDADE;15.487;6.462;9.025;13.878;1.609;2.665;8.591;4.231;70;14.855;557;75;8.591;0;2;8;6.107;43;14.186;12.926;11.786
GO;TROMBAS;250;133;117;227;23;37;134;79;0;241;9;0;134;0;0;0;115;46;198;203;196
GO;TURVANIA;644;292;352;590;54;46;279;319;0;638;5;1;279;0;0;0;247;49;670;709;676
GO;TURVELANDIA;643;334;309;597;46;94;408;141;3;629;13;1;408;0;0;0;175;44;599;567;564
GO;UIRAPURU;232;95;137;204;28;53;108;71;0;230;1;1;108;0;0;0;95;47;230;224;207
GO;URUACU;5.454;2.441;3.013;4.937;517;947;3.339;1.168;153;5.271;161;22;3.339;0;0;2;2.094;45;5.155;4.752;4.343
GO;URUANA;1.122;447;675;1.052;70;246;626;250;4;1.107;14;1;626;0;0;0;495;47;1.101;991;968
GO;URUTAI;517;249;268;467;50;70;333;114;2;512;5;0;333;0;0;1;220;51;482;435;411
GO;VALPARAISO DE GOIAS;26.524;12.954;13.570;23.355;3.169;3.436;18.565;4.523;162;24.156;1.983;385;18.565;0;1;7;11.173;43;24.376;22.518;20.453
GO;VARJAO;385;179;206;335;50;78;190;117;0;382;3;0;190;0;0;0;145;48;334;306;301
GO;VIANOPOLIS;1.803;782;1.021;1.646;157;393;891;519;147;1.734;68;1;891;0;0;1;765;45;1.666;1.551;1.431
GO;VICENTINOPOLIS;1.406;544;862;1.276;130;249;812;345;5;1.377;29;0;812;0;0;1;340;43;1.334;1.184;1.207
GO;VILA BOA;265;78;187;243;22;38;179;48;1;262;3;0;179;0;0;0;83;42;245;206;193
GO;VILA PROPICIO;306;141;165;275;31;54;189;63;1;292;14;0;189;0;0;0;103;43;228;224;190
MA;ACAILANDIA;9.988;4.204;5.784;8.829;1.159;1.499;6.102;2.387;96;9.496;440;52;6.102;0;1;0;3.547;42;8.741;8.489;7.833
MA;AFONSO CUNHA;128;52;76;114;14;56;43;29;1;127;1;0;43;0;0;0;70;44;119;109;111
MA;AGUA DOCE DO MARANHAO;288;83;205;264;24;82;139;67;3;285;3;0;139;0;0;0;154;45;253;242;251
MA;ALCANTARA;824;381;443;756;68;240;408;176;10;790;24;10;408;0;0;0;345;43;751;671;578
MA;ALDEIAS ALTAS;425;167;258;369;56;115;216;94;1;406;18;1;216;0;0;1;216;44;380;362;345
MA;ALTAMIRA DO MARANHAO;246;60;186;221;25;99;122;25;5;239;7;0;122;0;0;0;135;49;207;203;187
MA;ALTO ALEGRE DO MARANHAO;451;150;301;407;44;99;203;149;3;433;16;2;203;0;0;0;206;42;390;355;343
MA;ALTO ALEGRE DO PINDARE;885;351;534;812;73;130;552;203;1;876;8;1;552;0;0;0;431;42;753;746;723
MA;ALTO PARNAIBA;842;157;685;752;90;172;311;359;1;830;12;0;311;0;0;0;356;45;773;773;744
MA;AMAPA DO MARANHAO;219;88;131;177;42;53;85;81;1;212;7;0;85;0;0;0;107;42;183;173;163
MA;AMARANTE DO MARANHAO;1.006;370;636;908;98;190;484;332;7;988;17;1;484;0;0;0;476;44;980;873;804
MA;ANAJATUBA;735;230;505;647;88;138;431;166;3;715;17;3;431;0;0;0;401;47;652;621;562
MA;ANAPURUS;599;268;331;555;44;160;274;165;1;596;3;0;274;0;0;0;320;45;579;572;570
MA;APICUM-ACU;306;140;166;267;39;64;146;96;2;305;1;0;146;0;0;0;167;43;262;273;279
MA;ARAGUANA;246;68;178;230;16;49;110;87;0;234;12;0;110;0;0;0;120;42;221;203;183
MA;ARAIOSES;900;247;653;811;89;182;516;202;7;880;16;4;516;0;0;0;489;46;793;782;815
MA;ARAME;710;235;475;649;61;243;257;210;3;690;16;4;257;0;0;0;347;43;682;660;641
MA;ARARI;1.552;503;1.049;1.437;115;320;824;408;1;1.499;43;10;824;0;0;0;677;46;1.347;1.362;1.255
MA;AXIXA;427;188;239;386;41;174;153;100;0;412;15;0;153;0;0;0;252;46;378;352;311
MA;BACABAL;6.901;3.120;3.781;6.145;756;1.722;3.217;1.962;41;6.691;180;30;3.217;0;1;1;3.236;46;6.241;6.163;5.862
MA;BACABEIRA;601;303;298;511;90;95;394;112;3;570;26;5;394;0;0;0;185;43;488;475;502
MA;BACURI;564;148;416;507;57;214;262;88;3;553;9;2;262;0;0;0;379;45;460;459;413
MA;BACURITUBA;95;36;59;87;8;26;51;18;0;94;1;0;51;0;0;0;56;46;106;101;90
MA;BALSAS;11.910;5.330;6.580;10.789;1.121;2.185;5.812;3.913;64;11.624;227;59;5.812;0;0;3;4.471;42;10.830;10.422;9.766
MA;BARAO DE GRAJAU;920;357;563;826;94;170;503;247;7;882;36;2;503;0;0;0;390;46;799;789;755
MA;BARRA DO CORDA;4.229;1.818;2.411;3.805;424;603;2.385;1.241;73;4.101;113;15;2.385;0;1;1;2.021;45;3.767;3.621;3.427
MA;BARREIRINHAS;2.106;859;1.247;1.887;219;314;1.076;716;3;2.031;68;7;1.076;0;0;0;1.089;44;1.827;1.711;1.589
MA;BELA VISTA DO MARANHAO;332;134;198;300;32;86;131;115;3;325;7;0;131;0;0;0;156;40;279;275;234
MA;BELAGUA;128;60;68;112;16;36;72;20;0;127;1;0;72;0;0;0;73;44;114;120;105
MA;BENEDITO LEITE;173;60;113;163;10;45;89;39;2;171;1;1;89;0;0;0;74;43;145;151;134
MA;BEQUIMAO;512;276;236;451;61;127;323;62;0;502;10;0;323;0;0;0;257;48;438;385;337
MA;BERNARDO DO MEARIM;194;56;138;184;10;54;77;63;1;193;1;0;77;0;0;0;107;44;188;164;163
MA;BOA VISTA DO GURUPI;260;137;123;209;51;83;106;71;0;254;4;2;106;0;0;0;154;43;196;171;161
MA;BOM JARDIM;906;347;559;826;80;242;433;231;3;865;34;7;433;0;0;0;483;43;844;819;751
MA;BOM JESUS DAS SELVAS;1.079;317;762;953;126;188;517;374;2;1.027;45;7;517;0;0;0;424;40;906;843;801
MA;BOM LUGAR;334;100;234;293;41;84;163;87;0;329;4;1;163;0;0;0;130;43;290;217;202
MA;BREJO;1.226;397;829;1.147;79;347;509;370;6;1.201;25;0;509;0;0;0;668;48;1.146;1.141;1.070
MA;BREJO DE AREIA;132;28;104;120;12;38;76;18;0;129;1;2;76;0;0;0;77;43;91;91;97
MA;BURITI;985;541;444;876;109;176;627;182;0;818;167;0;627;0;0;0;409;42;865;950;870
MA;BURITI BRAVO;651;243;408;585;66;204;333;114;0;637;13;1;333;0;0;0;381;47;609;631;494
MA;BURITICUPU;2.165;752;1.413;1.992;173;392;962;811;13;2.122;41;2;962;0;1;1;976;40;2.007;1.912;1.823
MA;BURITIRANA;329;104;225;286;43;74;164;91;6;312;13;4;164;0;0;0;160;45;321;275;234
MA;CACHOEIRA GRANDE;214;160;54;175;39;87;109;18;0;212;1;1;109;0;0;0;130;45;164;164;141
MA;CAJAPIO;178;83;95;148;30;54;86;38;1;172;6;0;86;0;0;0;95;48;161;158;135
MA;CAJARI;237;82;155;218;19;103;101;33;0;235;1;1;101;0;0;0;122;49;223;223;225
MA;CAMPESTRE DO MARANHAO;744;285;459;657;87;117;487;140;2;721;20;3;487;0;0;0;227;42;631;617;533
MA;CANDIDO MENDES;555;216;339;484;71;90;326;139;3;542;12;1;326;0;0;0;318;45;487;419;401
MA;CANTANHEDE;604;234;370;541;63;165;322;117;0;600;2;2;322;0;0;0;326;46;577;553;531
MA;CAPINZAL DO NORTE;501;181;320;448;53;114;290;97;1;497;4;0;290;0;0;0;246;43;329;278;235
MA;CAROLINA;1.992;609;1.383;1.809;183;331;911;750;4;1.945;44;3;911;0;0;0;842;49;1.834;1.819;1.838
MA;CARUTAPERA;837;306;531;745;92;206;401;230;3;809;26;2;401;0;0;0;429;43;709;686;623
MA;CAXIAS;10.425;4.505;5.920;9.309;1.116;2.422;5.143;2.860;47;10.093;275;57;5.143;0;2;0;4.988;46;9.412;9.328;8.792
MA;CEDRAL;244;72;172;218;26;56;129;59;2;238;5;1;129;0;0;0;142;49;232;236;211
MA;CENTRAL DO MARANHAO;127;51;76;108;19;37;72;18;1;126;1;0;72;0;0;0;58;47;131;119;133
MA;CENTRO DO GUILHERME;181;88;93;145;36;24;92;65;0;180;0;1;92;0;0;0;64;39;152;117;116
MA;CENTRO NOVO DO MARANHAO;501;224;277;418;83;178;186;137;0;484;17;0;186;0;0;0;253;42;400;362;327
MA;CHAPADINHA;4.058;1.585;2.473;3.703;355;901;1.986;1.171;22;3.898;130;30;1.986;0;0;0;1.996;45;3.695;3.674;3.475
MA;CIDELANDIA;601;231;370;535;66;141;269;191;1;586;15;0;269;0;0;0;273;43;539;507;498
MA;CODO;4.597;1.727;2.870;4.109;488;1.107;2.187;1.303;29;4.397;164;36;2.187;0;0;0;2.179;46;4.132;4.087;4.017
MA;COELHO NETO;1.785;790;995;1.562;223;356;1.073;356;2;1.707;68;10;1.073;0;0;0;775;47;1.629;1.847;1.788
MA;COLINAS;1.576;498;1.078;1.446;130;314;756;506;4;1.532;42;2;756;0;0;0;824;44;1.407;1.317;1.138
MA;CONCEICAO DO LAGO-ACU;392;142;250;337;55;77;264;51;1;386;4;2;264;0;0;0;243;44;311;308;282
MA;COROATA;2.137;740;1.397;1.906;231;495;1.083;559;4;2.069;58;10;1.083;0;0;0;1.070;45;1.933;1.937;1.854
MA;CURURUPU;1.303;496;807;1.117;186;301;705;297;4;1.269;32;2;705;0;0;0;721;45;1.029;1.056;986
MA;DAVINOPOLIS;631;268;363;563;68;153;345;133;10;590;40;1;345;0;0;1;260;41;483;462;397
MA;DOM PEDRO;1.171;391;780;1.030;141;321;450;400;7;1.125;32;14;450;0;0;0;621;45;1.030;1.036;915
MA;DUQUE BACELAR;309;116;193;267;42;91;154;64;1;295;13;1;154;0;0;0;149;45;274;295;274
MA;ESPERANTINOPOLIS;754;266;488;653;101;233;308;213;1;739;11;4;308;0;0;0;383;45;630;586;563
MA;ESTREITO;2.341;896;1.445;2.124;217;467;1.161;713;9;2.261;65;15;1.161;0;0;0;974;44;2.153;2.153;2.059
MA;FEIRA NOVA DO MARANHAO;213;62;151;194;19;71;60;82;0;212;1;0;60;0;0;0;94;44;202;195;184
MA;FERNANDO FALCAO;162;38;124;150;12;14;117;31;0;162;0;0;117;0;1;0;98;42;62;58;51
MA;FORMOSA DA SERRA NEGRA;583;223;360;517;66;149;217;217;2;574;4;5;217;0;0;0;236;43;512;495;461
MA;FORTALEZA DOS NOGUEIRAS;920;262;658;811;109;247;344;329;1;908;11;1;344;0;0;0;383;44;800;791;764
MA;FORTUNA;606;241;365;553;53;150;357;99;1;553;49;4;357;0;0;0;354;47;571;553;518
MA;GODOFREDO VIANA;511;240;271;459;52;99;320;92;2;487;24;0;320;0;0;0;181;42;389;318;248
MA;GONCALVES DIAS;478;155;323;441;37;156;241;81;0;471;7;0;241;0;0;0;280;45;437;419;409
MA;GOVERNADOR ARCHER;334;148;186;287;47;95;182;57;5;321;13;0;182;0;0;0;188;48;291;283;275
MA;GOVERNADOR EDISON LOBAO;832;336;496;732;100;121;512;199;5;760;67;5;512;0;0;0;290;41;672;600;585
MA;GOVERNADOR EUGENIO BARROS;544;216;328;490;54;139;319;86;0;535;6;3;319;0;0;0;284;45;453;422;359
MA;GOVERNADOR LUIZ ROCHA;201;74;127;182;19;85;45;71;0;199;1;1;45;0;0;0;94;42;164;158;155
MA;GOVERNADOR NEWTON BELLO;199;73;126;170;29;12;112;75;2;198;0;1;112;0;0;0;74;42;179;189;171
MA;GOVERNADOR NUNES FREIRE;911;379;532;797;114;232;392;287;3;879;29;3;392;0;0;0;481;41;835;725;712
MA;GRACA ARANHA;196;78;118;178;18;36;115;45;0;188;7;1;115;0;0;0;116;47;186;197;182
MA;GRAJAU;3.549;1.114;2.435;3.165;384;731;1.577;1.241;20;3.475;64;10;1.577;0;0;2;1.621;43;3.299;3.195;3.080
MA;GUIMARAES;431;167;264;379;52;139;236;56;1;414;16;1;236;0;0;0;210;51;381;392;352
MA;HUMBERTO DE CAMPOS;456;245;211;409;47;149;197;110;3;451;1;4;197;0;0;1;273;45;410;407;327
MA;ICATU;461;196;265;408;53;175;218;68;1;442;19;0;218;0;0;0;274;45;408;403;354
MA;IGARAPE DO MEIO;393;191;202;348;45;145;173;75;9;382;11;0;173;0;0;0;205;41;354;313;291
MA;IGARAPE GRANDE;443;127;316;406;37;122;204;117;3;431;12;0;204;0;0;0;249;47;440;389;381
MA;IMPERATRIZ;37.536;17.091;20.445;33.556;3.980;7.854;18.599;11.083;1.043;35.946;1.296;294;18.599;0;1;2;15.512;43;34.068;33.177;31.156
MA;ITAIPAVA DO GRAJAU;219;75;144;194;25;79;88;52;1;219;0;0;88;0;0;0;97;41;167;179;175
MA;ITAPECURU MIRIM;2.664;1.041;1.623;2.383;281;644;1.375;645;19;2.525;113;26;1.375;0;0;0;1.352;44;2.319;2.243;2.127
MA;ITINGA DO MARANHAO;1.348;563;785;1.218;130;153;626;569;4;1.334;14;0;626;0;0;0;633;43;1.256;1.207;1.152
MA;JATOBA;132;51;81;116;16;17;92;23;0;128;4;0;92;0;0;0;76;44;93;86;79
MA;JENIPAPO DOS VIEIRAS;232;80;152;204;28;35;139;58;2;227;1;4;139;0;0;0;120;41;211;157;137
MA;JOAO LISBOA;1.387;645;742;1.235;152;323;706;358;29;1.332;48;7;706;0;2;0;621;43;1.195;1.128;1.039
MA;JOSELANDIA;430;164;266;386;44;111;221;98;4;413;15;2;221;0;0;0;218;44;361;328;295
MA;JUNCO DO MARANHAO;144;77;67;124;20;51;55;38;0;135;9;0;55;0;0;0;77;42;122;127;104
MA;LAGO DA PEDRA;2.279;681;1.598;1.978;301;608;606;1.065;8;2.237;23;19;606;0;0;0;1.028;43;1.987;1.823;1.825
MA;LAGO DO JUNCO;346;129;217;291;55;118;150;78;1;335;10;1;150;0;0;0;185;47;312;267;254
MA;LAGO DOS RODRIGUES;377;127;250;321;56;67;190;120;0;367;10;0;190;0;0;0;174;45;310;274;245
MA;LAGO VERDE;410;139;271;355;55;138;189;83;2;398;5;7;189;0;0;0;200;44;339;317;287
MA;LAGOA DO MATO;251;63;188;230;21;50;121;80;2;247;4;0;121;0;0;0;129;42;187;201;214
MA;LAGOA GRANDE DO MARANHAO;286;99;187;243;43;42;142;102;0;282;1;3;142;0;0;0;156;41;238;234;232
