UF;Município;Ano 2021;Completa;Simplificada;Original;Retificadora;IAP;IAR;SSI;Pré-Preenchida;PGD;APP;Online;Restituição Conta; Restituição PIX; Final Espólio; Saída Definitiva; Feminino; Média Idade;Ano 2020;Ano 2019;Ano 2018
BA;ARATUIPE;247;94;153;224;23;48;143;56;0;236;11;0;143;0;0;0;128;50;225;237;215
BA;AURELINO LEAL;401;128;273;367;34;79;236;86;18;377;21;3;236;0;0;0;206;49;372;358;342
BA;BAIANOPOLIS;634;311;323;533;101;70;424;140;0;621;13;0;424;0;0;0;219;43;590;527;504
BA;BAIXA GRANDE;818;331;487;716;102;119;484;215;1;785;28;5;484;0;0;0;424;48;735;988;672
BA;BANZAE;320;95;225;298;22;54;201;65;1;311;9;0;201;0;0;0;166;43;333;308;290
BA;BARRA;2.080;752;1.328;1.843;237;265;1.346;469;2;2.015;58;7;1.346;0;0;0;1.030;48;1.929;1.879;1.869
BA;BARRA DA ESTIVA;1.464;465;999;1.392;72;142;609;713;3;1.447;13;4;609;0;0;1;584;43;1.526;1.491;1.392
BA;BARRA DO CHOCA;1.045;448;597;935;110;190;639;216;7;1.015;24;6;639;0;0;0;530;45;968;893;826
BA;BARRA DO MENDES;565;235;330;504;61;90;305;170;2;535;17;13;305;0;0;0;291;49;517;516;505
BA;BARRA DO ROCHA;197;75;122;177;20;32;119;46;0;195;2;0;119;0;0;0;86;48;164;155;133
BA;BARREIRAS;20.510;8.467;12.043;18.370;2.140;3.457;11.466;5.587;609;19.691;674;145;11.466;0;0;5;8.282;43;19.604;18.352;17.114
BA;BARRO ALTO;435;215;220;386;49;108;227;100;1;430;3;2;227;0;0;0;205;46;388;340;294
BA;BARRO PRETO;276;90;186;253;23;45;162;69;0;268;6;2;162;0;0;0;128;49;271;239;248
BA;BARROCAS;789;382;407;697;92;84;547;158;0;763;20;6;547;0;0;0;298;42;707;647;613
BA;BELMONTE;1.247;380;867;1.135;112;184;739;324;2;1.222;23;2;739;0;0;1;550;48;1.173;1.158;1.106
BA;BELO CAMPO;493;199;294;436;57;66;310;117;2;472;20;1;310;0;0;0;237;46;454;435;408
BA;BIRITINGA;417;206;211;375;42;83;247;87;0;409;7;1;247;0;0;0;239;47;407;386;354
BA;BOA NOVA;420;152;268;390;30;56;268;96;0;417;3;0;268;0;0;0;238;47;399;420;388
BA;BOA VISTA DO TUPIM;426;135;291;394;32;59;223;144;0;422;4;0;223;0;0;0;224;48;417;381;374
BA;BOM JESUS DA LAPA;4.763;1.936;2.827;4.235;528;651;2.883;1.229;11;4.604;144;15;2.883;0;0;0;2.063;46;4.500;4.280;4.093
BA;BOM JESUS DA SERRA;186;81;105;163;23;19;124;43;0;184;2;0;124;0;0;0;88;43;157;142;140
BA;BONINAL;358;124;234;333;25;74;210;74;1;347;11;0;210;0;0;0;181;48;334;334;298
BA;BONITO;476;169;307;423;53;50;309;117;1;457;14;5;309;0;0;0;220;41;411;370;375
BA;BOQUIRA;934;344;590;860;74;111;547;276;4;920;12;2;547;0;0;0;438;48;869;880;828
BA;BOTUPORA;320;111;209;286;34;42;226;52;2;309;10;1;226;0;0;0;157;46;296;278;266
BA;BREJOES;594;159;435;520;74;76;354;164;0;585;9;0;354;0;0;0;308;45;524;474;434
BA;BREJOLANDIA;155;53;102;135;20;37;56;62;2;150;4;1;56;0;0;0;53;45;191;187;178
BA;BROTAS DE MACAUBAS;428;95;333;401;27;29;247;152;1;409;18;1;247;0;0;0;218;46;392;406;358
BA;BRUMADO;6.351;2.743;3.608;5.813;538;1.118;3.433;1.800;29;6.163;158;30;3.433;0;0;1;2.377;46;6.013;5.748;5.553
BA;BUERAREMA;977;476;501;874;103;171;598;208;3;942;28;7;598;0;0;0;484;51;917;855;826
BA;BURITIRAMA;501;183;318;459;42;48;271;182;0;487;11;3;271;0;0;0;211;42;425;387;409
BA;CAATIBA;180;64;116;168;12;28;110;42;0;179;1;0;110;0;1;0;80;48;169;179;148
BA;CABACEIRAS DO PARAGUACU;453;242;211;387;66;62;264;127;3;442;11;0;264;0;0;0;254;46;394;391;360
BA;CACHOEIRA;1.975;843;1.132;1.761;214;315;1.140;520;5;1.890;69;16;1.140;0;1;0;867;49;1.873;1.878;1.891
BA;CACULE;1.466;567;899;1.339;127;258;626;582;6;1.423;35;8;626;0;0;0;635;46;1.394;1.323;1.312
BA;CAEM;312;124;188;273;39;50;210;52;3;306;4;2;210;0;0;0;165;50;276;272;259
BA;CAETANOS;324;88;236;297;27;32;216;76;0;304;17;3;216;0;0;0;107;39;265;195;232
BA;CAETITE;3.803;1.744;2.059;3.442;361;758;2.098;947;27;3.696;70;37;2.098;0;0;0;1.650;45;3.479;3.330;3.172
BA;CAFARNAUM;740;267;473;660;80;85;409;246;3;710;27;3;409;0;0;0;344;44;582;570;511
BA;CAIRU;721;294;427;667;54;74;250;397;2;697;18;6;250;0;0;1;335;46;696;719;661
BA;CALDEIRAO GRANDE;276;118;158;246;30;46;126;104;1;270;5;1;126;0;0;0;143;44;255;226;225
BA;CAMACAN;1.725;529;1.196;1.573;152;458;663;604;3;1.663;56;6;663;0;0;0;772;48;1.668;1.686;1.698
BA;CAMACARI;39.789;22.168;17.621;34.587;5.202;4.218;28.221;7.350;155;36.630;2.755;404;28.221;0;2;10;13.358;44;37.374;34.715;32.746
BA;CAMAMU;1.428;504;924;1.289;139;182;751;495;6;1.393;34;1;751;0;0;1;739;47;1.514;1.576;1.534
BA;CAMPO ALEGRE DE LOURDES;749;231;518;676;73;119;467;163;4;716;28;5;467;0;0;0;343;43;730;672;551
BA;CAMPO FORMOSO;3.851;1.379;2.472;3.488;363;543;2.173;1.135;24;3.731;99;21;2.173;0;1;4;1.573;45;3.559;3.380;3.375
BA;CANAPOLIS;201;46;155;189;12;40;81;80;2;197;3;1;81;0;0;0;87;43;221;213;185
BA;CANARANA;806;358;448;731;75;131;433;242;4;785;21;0;433;0;0;0;406;44;727;698;689
BA;CANAVIEIRAS;1.962;672;1.290;1.821;141;344;832;786;2;1.906;46;10;832;0;0;0;866;51;1.816;1.765;1.786
BA;CANDEAL;290;149;141;262;28;39;142;109;1;284;5;1;142;0;0;0;132;48;285;279;260
BA;CANDEIAS;9.834;5.400;4.434;8.661;1.173;1.084;7.210;1.540;11;9.268;539;27;7.210;0;0;1;2.957;46;10.084;8.969;8.200
BA;CANDIBA;477;152;325;453;24;74;275;128;0;464;13;0;275;0;0;0;234;45;447;431;409
BA;CANDIDO SALES;996;375;621;910;86;178;460;358;2;965;29;2;460;0;0;1;501;46;910;950;1.018
BA;CANSANCAO;956;189;767;904;52;193;443;320;2;928;26;2;443;0;0;0;467;44;885;854;814
BA;CANUDOS;541;166;375;497;44;92;340;109;0;526;14;1;340;0;0;0;271;50;520;514;488
BA;CAPELA DO ALTO ALEGRE;444;151;293;395;49;68;272;104;7;438;3;3;272;0;0;1;225;44;379;367;318
BA;CAPIM GROSSO;1.700;531;1.169;1.530;170;322;690;688;18;1.647;35;18;690;0;0;0;789;43;1.575;1.460;1.442
BA;CARAIBAS;136;53;83;126;10;17;60;59;1;128;5;3;60;0;0;0;46;46;129;128;112
BA;CARAVELAS;1.247;457;790;1.123;124;212;794;241;4;1.206;37;4;794;0;0;0;482;48;1.139;1.113;1.035
BA;CARDEAL DA SILVA;388;176;212;346;42;56;253;79;0;377;11;0;253;0;0;0;141;45;341;311;262
BA;CARINHANHA;1.075;449;626;967;108;202;622;251;5;1.048;24;3;622;0;0;0;632;47;1.075;1.067;1.035
BA;CASA NOVA;2.384;832;1.552;2.137;247;454;1.096;834;7;2.323;55;6;1.096;0;0;1;1.169;45;2.259;2.151;2.138
BA;CASTRO ALVES;1.135;425;710;1.033;102;197;658;280;17;1.096;35;4;658;0;0;0;597;49;1.050;1.013;972
BA;CATOLANDIA;116;53;63;108;8;24;78;14;1;115;1;0;78;0;0;0;51;46;114;115;100
BA;CATU;6.039;3.325;2.714;5.404;635;880;4.181;978;9;5.820;185;34;4.181;0;0;0;1.704;47;5.778;5.532;5.097
BA;CATURAMA;159;62;97;135;24;30;88;41;2;152;3;4;88;0;0;0;64;43;104;105;91
BA;CENTRAL;545;206;339;490;55;78;344;123;7;518;22;5;344;0;0;0;264;46;522;542;463
BA;CHORROCHO;387;133;254;364;23;73;233;81;0;378;8;1;233;0;0;0;216;47;343;346;322
BA;CICERO DANTAS;1.389;439;950;1.299;90;247;722;420;2;1.363;19;7;722;0;0;0;674;47;1.326;1.272;1.258
BA;CIPO;1.048;452;596;963;85;216;525;307;1;1.013;33;2;525;0;1;2;563;47;1.014;977;905
BA;COARACI;1.375;558;817;1.244;131;322;600;453;120;1.337;34;4;600;0;0;1;688;52;1.309;1.282;1.251
BA;COCOS;989;290;699;914;75;80;500;409;3;955;29;5;500;0;0;0;341;43;916;711;639
BA;CONCEICAO DA FEIRA;1.095;467;628;962;133;173;664;258;9;1.041;43;11;664;0;0;0;442;49;959;941;954
BA;CONCEICAO DO ALMEIDA;738;334;404;659;79;122;437;179;2;716;16;6;437;0;0;1;333;49;675;626;606
BA;CONCEICAO DO COITE;3.450;1.370;2.080;3.080;370;598;1.696;1.156;59;3.349;81;20;1.696;0;0;1;1.561;45;3.117;2.947;2.844
BA;CONCEICAO DO JACUIPE;2.726;1.189;1.537;2.439;287;419;1.480;827;8;2.599;107;20;1.480;0;0;0;1.157;46;2.508;2.434;2.212
BA;CONDE;954;408;546;856;98;121;594;239;1;900;50;4;594;0;0;0;519;50;900;890;904
BA;CONDEUBA;750;243;507;686;64;111;389;250;0;732;13;5;389;0;0;0;367;47;667;605;559
BA;CONTENDAS DO SINCORA;205;75;130;191;14;21;138;46;0;201;3;1;138;0;0;0;103;47;157;159;146
BA;CORACAO DE MARIA;1.164;553;611;1.003;161;193;649;322;1;1.132;30;2;649;0;0;0;627;48;1.046;1.006;944
BA;CORDEIROS;255;91;164;228;27;41;135;79;1;250;2;3;135;0;0;0;123;45;230;234;209
BA;CORIBE;583;307;276;517;66;62;247;274;1;576;6;1;247;0;0;0;282;47;578;556;559
BA;CORONEL JOAO SA;563;230;333;512;51;84;353;126;0;556;6;1;353;0;0;0;280;41;432;372;316
BA;CORRENTINA;2.344;563;1.781;2.158;186;212;1.680;452;10;2.290;46;8;1.680;0;0;0;1.090;44;2.171;2.024;1.790
BA;COTEGIPE;420;160;260;390;30;53;246;121;2;412;7;1;246;0;0;0;229;47;404;389;395
BA;CRAVOLANDIA;198;100;98;173;25;40;119;39;0;176;17;5;119;0;0;0;95;49;178;163;160
BA;CRISOPOLIS;471;122;349;429;42;62;280;129;0;468;3;0;280;0;0;1;243;45;474;444;450
BA;CRISTOPOLIS;401;131;270;357;44;56;279;66;1;393;7;1;279;0;0;0;170;45;310;281;278
BA;CRUZ DAS ALMAS;5.687;2.886;2.801;5.045;642;1.075;3.348;1.264;101;5.453;173;61;3.348;0;0;1;2.660;48;5.442;5.372;5.172
BA;CURACA;1.203;507;696;1.070;133;160;777;266;18;1.164;32;7;777;0;0;0;553;44;1.155;1.017;927
BA;DARIO MEIRA;344;112;232;308;36;60;216;68;0;323;21;0;216;0;0;0;187;47;302;284;252
BA;DIAS DAVILA;7.758;4.278;3.480;6.727;1.031;670;5.928;1.160;15;7.213;500;45;5.928;0;0;0;2.173;44;7.536;7.111;6.629
BA;DOM BASILIO;512;101;411;472;40;120;206;186;0;496;15;1;206;0;0;0;174;42;410;390;358
BA;DOM MACEDO COSTA;156;57;99;141;15;33;100;23;1;153;3;0;100;0;0;0;89;47;133;148;132
BA;ELISIO MEDRADO;257;92;165;232;25;55;131;71;0;240;17;0;131;0;0;0;123;47;281;262;229
BA;ENCRUZILHADA;413;160;253;375;38;73;237;103;1;394;16;3;237;0;0;0;246;47;409;396;352
BA;ENTRE RIOS;2.724;1.291;1.433;2.418;306;448;1.482;794;1;2.638;72;14;1.482;0;0;0;995;46;2.453;2.355;2.286
BA;ERICO CARDOSO;225;78;147;205;20;38;161;26;0;211;11;3;161;0;0;0;103;47;190;181;155
BA;ESPLANADA;1.720;691;1.029;1.541;179;352;929;439;5;1.647;64;9;929;0;0;0;748;47;1.546;1.515;1.425
BA;EUCLIDES DA CUNHA;2.936;947;1.989;2.672;264;573;1.522;841;5;2.841;72;23;1.522;0;0;0;1.321;46;2.857;2.784;2.668
BA;EUNAPOLIS;13.261;5.775;7.486;11.899;1.362;2.324;6.813;4.124;267;12.731;452;78;6.813;0;0;0;5.206;45;12.574;12.235;11.757
BA;FATIMA;560;196;364;510;50;114;325;121;3;548;10;2;325;0;0;0;299;43;499;476;447
BA;FEIRA DA MATA;155;57;98;145;10;27;90;38;0;154;0;1;90;0;0;0;65;43;148;142;166
BA;FEIRA DE SANTANA;75.068;36.780;38.288;67.107;7.961;12.185;41.602;21.281;830;71.380;3.140;548;41.602;0;3;31;32.131;46;72.224;68.017;64.872
BA;FILADELFIA;674;246;428;608;66;106;363;205;8;650;12;12;363;0;0;0;311;44;569;546;483
BA;FIRMINO ALVES;216;67;149;200;16;45;98;73;0;209;5;2;98;0;0;0;114;49;203;182;180
BA;FLORESTA AZUL;442;200;242;407;35;73;199;170;0;421;18;3;199;0;0;0;207;48;392;412;418
BA;FORMOSA DO RIO PRETO;1.776;801;975;1.572;204;219;1.026;531;16;1.733;34;9;1.026;0;0;0;662;44;1.584;1.472;1.418
BA;GANDU;2.083;838;1.245;1.951;132;386;799;898;9;2.027;47;9;799;0;1;1;971;47;1.997;2.061;1.962
BA;GAVIAO;134;46;88;123;11;26;74;34;3;127;4;3;74;0;0;0;75;45;125;124;95
BA;GENTIO DO OURO;308;97;211;277;31;47;190;71;0;304;3;1;190;0;0;0;162;45;258;223;202
BA;GLORIA;534;207;327;478;56;105;342;87;2;521;12;1;342;0;1;0;202;45;446;426;366
BA;GONGOGI;213;77;136;198;15;34;121;58;0;189;24;0;121;0;0;0;87;48;182;194;179
BA;GOVERNADOR MANGABEIRA;1.001;450;551;889;112;155;573;273;2;952;43;6;573;0;0;0;413;47;939;900;810
BA;GUAJERU;202;73;129;187;15;30;121;51;0;198;4;0;121;0;0;0;100;42;177;153;125
BA;GUANAMBI;8.900;3.674;5.226;8.113;787;1.531;4.504;2.865;42;8.648;201;51;4.504;0;0;0;3.799;45;8.471;7.862;7.771
BA;GUARATINGA;793;225;568;716;77;133;389;271;3;777;16;0;389;0;0;0;372;46;754;741;740
BA;HELIOPOLIS;476;181;295;424;52;111;257;108;0;468;8;0;257;0;0;0;242;44;385;379;359
BA;IACU;1.256;635;621;1.130;126;152;649;455;3;1.210;45;1;649;0;0;0;534;49;1.330;1.254;1.164
BA;IBIASSUCE;466;145;321;414;52;99;193;174;1;455;8;3;193;0;0;0;198;45;429;412;414
BA;IBICARAI;1.813;751;1.062;1.663;150;314;750;749;10;1.782;28;3;750;0;0;0;858;51;1.772;1.756;1.782
BA;IBICOARA;1.214;393;821;1.099;115;128;632;454;2;1.176;36;2;632;0;0;0;366;42;1.124;1.053;1.027
BA;IBICUI;692;203;489;614;78;141;277;274;5;685;7;0;277;0;0;0;345;49;663;595;601
BA;IBIPEBA;444;186;258;410;34;76;224;144;4;422;22;0;224;0;0;0;213;46;396;408;378
BA;IBIPITANGA;430;120;310;376;54;78;174;178;0;426;2;2;174;0;0;0;185;44;370;390;388
BA;IBIQUERA;130;38;92;112;18;29;70;31;0;126;4;0;70;0;0;0;73;50;115;98;96
BA;IBIRAPITANGA;749;279;470;679;70;84;402;263;5;736;11;2;402;0;0;0;380;47;769;743;676
BA;IBIRAPUA;645;166;479;612;33;85;395;165;1;637;8;0;395;0;0;0;204;44;575;536;483
BA;IBIRATAIA;957;336;621;866;91;165;440;352;4;929;23;5;440;0;0;0;460;49;923;896;856
BA;IBITIARA;422;132;290;372;50;55;244;123;0;408;13;1;244;0;0;0;246;46;396;376;402
BA;IBITITA;536;270;266;475;61;60;328;148;3;508;24;4;328;0;0;0;230;45;503;445;432
BA;IBOTIRAMA;1.855;655;1.200;1.666;189;271;1.043;541;7;1.797;50;8;1.043;0;0;1;884;45;1.702;1.630;1.520
BA;ICHU;254;122;132;237;17;39;141;74;2;247;4;3;141;0;0;0;118;47;261;239;213
BA;IGAPORA;721;350;371;625;96;104;420;197;1;695;20;6;420;0;0;0;363;46;628;587;562
BA;IGRAPIUNA;290;123;167;249;41;60;165;65;0;276;11;3;165;0;0;0;124;46;288;277;276
BA;IGUAI;885;264;621;800;85;140;377;368;1;879;4;2;377;0;0;0;432;49;840;837;835
BA;ILHEUS;21.875;10.299;11.576;19.593;2.282;3.727;12.547;5.601;280;20.884;835;156;12.547;0;1;10;9.342;50;20.454;19.605;19.016
BA;INHAMBUPE;1.427;522;905;1.267;160;286;810;331;1;1.393;29;5;810;0;0;0;703;46;1.227;1.177;1.123
BA;IPECAETA;153;73;80;134;19;26;61;66;0;149;4;0;61;0;0;0;48;47;138;133;123
BA;IPIAU;4.225;1.833;2.392;3.821;404;770;2.048;1.407;15;4.090;115;20;2.048;0;1;1;1.752;48;3.779;3.542;3.521
BA;IPIRA;2.701;951;1.750;2.469;232;348;1.220;1.133;3;2.650;40;11;1.220;0;0;0;1.241;45;2.524;2.396;2.252
BA;IPUPIARA;457;68;389;412;45;44;168;245;0;452;5;0;168;0;0;0;180;44;476;477;412
BA;IRAJUBA;218;93;125;198;20;45;124;49;0;218;0;0;124;0;1;0;129;45;206;217;205
BA;IRAMAIA;423;160;263;385;38;100;202;121;1;412;11;0;202;0;0;0;186;47;390;370;343
BA;IRAQUARA;867;333;534;786;81;174;521;172;1;823;33;11;521;0;0;0;403;45;824;802;779
BA;IRARA;1.384;588;796;1.224;160;200;808;376;3;1.326;52;6;808;0;0;0;668;48;1.329;1.221;1.173
BA;IRECE;7.328;2.881;4.447;6.579;749;1.180;3.546;2.602;245;7.043;238;47;3.546;0;0;1;3.043;44;7.170;6.804;6.376
BA;ITABELA;1.704;587;1.117;1.540;164;432;695;577;13;1.650;49;5;695;0;0;1;734;44;1.609;1.557;1.498
BA;ITABERABA;5.460;2.521;2.939;4.911;549;809;2.964;1.687;19;5.270;142;48;2.964;0;0;0;2.248;47;5.343;4.954;4.666
BA;ITABUNA;28.243;13.304;14.939;25.686;2.557;5.215;14.402;8.626;329;27.119;936;188;14.402;0;0;10;12.434;49;27.473;26.695;26.698
BA;ITACARE;1.293;323;970;1.196;97;167;476;650;13;1.249;36;8;476;0;0;0;641;46;1.179;1.171;1.087
BA;ITAETE;585;270;315;527;58;105;260;220;4;570;15;0;260;0;0;0;282;47;554;534;486
BA;ITAGI;507;208;299;426;81;59;320;128;0;491;13;3;320;0;0;0;269;48;454;440;414
BA;ITAGIBA;918;404;514;791;127;129;544;245;2;878;31;9;544;0;0;1;375;47;777;701;706
BA;ITAGIMIRIM;428;165;263;388;40;63;271;94;9;412;16;0;271;0;0;0;165;46;474;447;377
BA;ITAGUACU DA BAHIA;256;79;177;229;27;29;153;74;1;247;9;0;153;0;0;0;126;44;205;198;181
BA;ITAJU DO COLONIA;211;66;145;196;15;39;105;67;0;203;8;0;105;0;0;0;107;50;192;193;201
BA;ITAJUIPE;1.221;594;627;1.092;129;333;590;298;1;1.173;43;5;590;0;0;1;561;51;1.199;1.131;1.125
BA;ITAMARAJU;5.223;1.443;3.780;4.754;469;1.196;1.902;2.125;39;5.108;100;15;1.902;0;0;0;2.187;46;5.102;5.187;5.110
BA;ITAMARI;315;73;242;297;18;35;187;93;0;310;3;2;187;0;0;0;189;46;306;272;307
BA;ITAMBE;1.048;501;547;928;120;195;654;199;3;1.031;15;2;654;0;1;0;484;50;941;840;808
BA;ITANAGRA;173;54;119;164;9;31;115;27;0;167;5;1;115;0;0;0;81;46;158;152;132
BA;ITANHEM;786;209;577;720;66;184;310;292;7;767;17;2;310;0;0;0;316;49;741;820;720
BA;ITAPARICA;1.281;552;729;1.108;173;213;769;299;1;1.178;74;29;769;0;0;0;534;52;1.104;1.058;981
BA;ITAPE;412;152;260;366;46;84;202;126;6;404;7;1;202;0;0;0;207;48;402;391;396
BA;ITAPEBI;647;233;414;570;77;92;456;99;0;577;69;1;456;0;0;1;268;46;659;549;473
BA;ITAPETINGA;5.777;2.754;3.023;5.213;564;1.008;2.867;1.902;108;5.623;132;22;2.867;0;0;4;2.445;49;5.577;5.368;5.259
BA;ITAPICURU;591;205;386;544;47;119;340;132;1;578;12;1;340;0;0;0;326;47;631;606;576
BA;ITAPITANGA;325;106;219;297;28;132;116;77;7;311;13;1;116;0;0;0;165;50;321;290;283
BA;ITAQUARA;224;94;130;201;23;36;137;51;0;224;0;0;137;0;0;0;133;47;218;203;195
BA;ITARANTIM;823;285;538;751;72;160;337;326;1;816;6;1;337;0;0;0;351;50;750;782;740
BA;ITATIM;648;199;449;576;72;87;291;270;0;645;3;0;291;0;0;0;264;43;598;562;498
BA;ITIRUCU;527;217;310;476;51;101;229;197;0;520;6;1;229;0;0;0;262;50;491;503;484
BA;ITIUBA;1.086;442;644;968;118;211;702;173;0;1.069;15;2;702;0;0;0;592;49;1.040;994;940
BA;ITORORO;915;307;608;836;79;207;402;306;6;899;13;3;402;0;0;0;459;51;1.022;972;959
BA;ITUACU;900;389;511;804;96;126;418;356;1;879;17;4;418;0;0;0;443;45;792;769;711
BA;ITUBERA;1.368;556;812;1.235;133;219;767;382;5;1.335;25;8;767;0;0;2;692;48;1.270;1.229;1.157
BA;IUIU;402;106;296;358;44;46;270;86;0;393;7;2;270;0;0;0;198;44;337;391;345
BA;JABORANDI;511;193;318;413;98;60;339;112;2;504;6;1;339;0;0;0;234;42;443;397;391
BA;JACARACI;421;134;287;389;32;82;232;107;1;415;3;3;232;0;0;0;231;46;399;368;345
BA;JACOBINA;7.809;3.952;3.857;6.953;856;1.199;5.107;1.503;99;7.460;285;64;5.107;0;1;0;2.959;44;7.233;6.981;6.603
BA;JAGUAQUARA;2.595;877;1.718;2.377;218;454;1.077;1.064;12;2.542;40;13;1.077;0;0;0;1.245;46;2.474;2.398;2.387
BA;JAGUARARI;3.397;2.032;1.365;3.026;371;436;2.576;385;2;3.292;95;10;2.576;0;2;1;855;43;3.196;2.872;2.567
BA;JAGUARIPE;329;144;185;295;34;45;206;78;0;324;3;2;206;0;0;1;175;50;301;276;260
BA;JANDAIRA;266;120;146;235;31;52;158;56;0;260;4;2;158;0;0;0;151;47;248;252;247
BA;JEQUIE;16.850;8.443;8.407;15.308;1.542;2.523;9.878;4.449;119;16.383;396;71;9.878;0;0;1;7.353;47;16.638;15.664;14.969
BA;JEREMOABO;1.659;579;1.080;1.500;159;328;916;415;3;1.614;37;8;916;0;0;0;796;45;1.523;1.405;1.322
BA;JIQUIRICA;490;234;256;435;55;58;278;154;0;474;14;2;278;0;0;0;260;44;480;438;420
BA;JITAUNA;567;231;336;519;48;86;344;137;2;545;17;5;344;0;1;0;257;48;518;488;460
BA;JOAO DOURADO;973;380;593;873;100;173;500;300;9;935;36;2;500;0;0;1;518;45;920;858;846
BA;JUAZEIRO;21.110;10.185;10.925;18.655;2.455;3.743;12.234;5.133;257;20.115;837;158;12.234;0;0;3;8.887;46;19.225;17.789;16.837
BA;JUCURUCU;230;71;159;207;23;33;97;100;0;227;3;0;97;0;0;0;99;45;218;185;178
BA;JUSSARA;449;165;284;402;47;60;210;179;10;441;5;3;210;0;0;0;213;46;429;437;411
BA;JUSSARI;256;90;166;240;16;50;125;81;0;252;3;1;125;0;0;0;104;51;242;247;238
BA;JUSSIAPE;400;149;251;377;23;42;158;200;0;390;8;2;158;0;0;0;184;49;391;358;336
BA;LAFAIETE COUTINHO;180;62;118;163;17;19;121;40;1;178;0;2;121;0;0;0;85;47;158;148;130
BA;LAGOA REAL;230;83;147;200;30;56;110;64;0;223;7;0;110;0;0;0;90;41;186;168;150
BA;LAJE;561;223;338;509;52;113;341;107;1;551;9;1;341;0;0;0;295;47;521;482;446
BA;LAJEDAO;260;101;159;236;24;78;100;82;0;252;3;5;100;0;0;0;108;49;230;212;210
BA;LAJEDINHO;110;38;72;96;14;15;61;34;0;109;0;1;61;0;0;0;50;47;97;86;83
BA;LAJEDO DO TABOCAL;274;69;205;219;55;44;162;68;1;267;7;0;162;0;0;0;130;44;217;200;205
BA;LAMARAO;193;96;97;168;25;36;115;42;1;190;3;0;115;0;0;0;90;46;169;151;140
BA;LAPAO;941;402;539;837;104;127;519;295;6;895;42;4;519;0;0;0;467;44;860;868;840
BA;LAURO DE FREITAS;41.332;22.052;19.280;37.090;4.242;6.940;23.820;10.572;373;38.755;2.056;521;23.820;0;14;15;18.629;47;38.447;36.563;34.352
BA;LENCOIS;699;280;419;625;74;89;344;266;1;667;21;11;344;0;0;0;401;49;682;628;616
BA;LICINIO DE ALMEIDA;558;156;402;527;31;73;265;220;4;540;17;1;265;0;0;0;239;45;564;563;570
BA;LIVRAMENTO DE NOSSA SENHORA;2.545;803;1.742;2.336;209;458;1.163;924;2;2.497;40;8;1.163;0;0;0;1.130;47;2.372;2.267;2.244
BA;LUIS EDUARDO MAGALHAES;14.130;4.827;9.303;12.862;1.268;2.168;7.478;4.484;692;13.554;506;70;7.478;0;0;2;5.057;40;12.415;11.517;10.518
BA;MACAJUBA;421;119;302;391;30;42;173;206;0;411;6;4;173;0;0;0;223;47;428;434;426
BA;MACARANI;679;246;433;628;51;134;281;264;8;662;16;1;281;0;0;1;326;48;653;612;606
BA;MACAUBAS;2.001;887;1.114;1.786;215;310;1.202;489;4;1.970;24;7;1.202;0;0;1;912;46;1.846;1.736;1.656
BA;MACURURE;186;50;136;172;14;28;86;72;0;184;2;0;86;0;0;0;97;49;164;185;184
BA;MADRE DE DEUS;2.498;1.237;1.261;2.195;303;306;1.824;368;0;2.360;128;10;1.824;0;0;0;890;47;2.435;2.328;2.296
BA;MAETINGA;149;58;91;138;11;19;81;49;0;137;12;0;81;0;0;0;71;43;145;129;119
BA;MAIQUINIQUE;372;177;195;343;29;73;145;154;1;368;2;2;145;0;0;1;167;48;333;317;275
BA;MAIRI;583;243;340;521;62;136;323;124;1;566;15;2;323;0;0;0;309;48;507;518;482
BA;MALHADA;361;112;249;325;36;124;172;65;2;355;3;3;172;0;0;0;173;44;329;334;258
BA;MALHADA DE PEDRAS;204;75;129;184;20;38;115;51;0;201;3;0;115;0;0;0;94;44;186;170;144
BA;MANOEL VITORINO;420;124;296;380;40;50;271;99;0;411;9;0;271;0;0;0;192;47;384;391;390
BA;MANSIDAO;303;105;198;281;22;102;146;55;2;298;4;1;146;0;0;0;157;46;270;234;217
BA;MARACAS;1.930;704;1.226;1.731;199;198;1.129;603;3;1.883;45;2;1.129;0;0;1;791;43;1.762;1.644;1.672
BA;MARAGOGIPE;1.447;566;881;1.300;147;176;913;358;1;1.392;55;0;913;0;0;0;671;50;1.418;1.437;1.385
BA;MARAU;681;228;453;627;54;99;288;294;2;648;29;4;288;0;0;1;328;47;726;688;610
BA;MARCIONILIO SOUZA;358;93;265;338;20;60;172;126;0;354;3;1;172;0;0;0;175;48;331;321;336
BA;MASCOTE;462;109;353;425;37;168;173;121;0;448;12;2;173;0;0;0;224;48;411;406;396
BA;MATA DE SAO JOAO;4.163;2.059;2.104;3.646;517;428;2.695;1.040;47;3.895;235;33;2.695;0;0;2;1.676;47;4.051;3.832;3.511
BA;MATINA;256;89;167;223;33;67;141;48;2;246;8;2;141;0;0;0;109;42;245;232;223
BA;MEDEIROS NETO;1.812;577;1.235;1.643;169;388;866;558;8;1.768;40;4;866;0;0;0;595;47;1.693;1.638;1.560
BA;MIGUEL CALMON;998;457;541;904;94;233;615;150;2;975;20;3;615;0;0;0;481;47;929;913;858
BA;MILAGRES;503;147;356;462;41;59;287;157;1;495;4;4;287;0;0;0;279;47;409;418;396
BA;MIRANGABA;333;96;237;303;30;53;218;62;0;325;8;0;218;0;0;0;186;44;326;321;282
