uf,municipio,d2021,d2022,d2023,d2024
PR,PEROBAL,663,757,891,1028
PR,PEROLA,1135,1170,1394,1585
PR,PEROLA DOESTE,668,738,884,1120
PR,PIEN,1295,1603,1992,2173
PR,PINHAIS,29109,31171,35452,37458
PR,PINHAL DE SAO BENTO,127,150,174,233
PR,PINHALAO,536,579,670,786
PR,PINHAO,2542,2881,3450,3671
PR,PIRAI DO SUL,3168,3401,3978,4311
PR,PIRAQUARA,14244,15771,19050,20803
PR,PITANGA,3801,4152,4912,5513
PR,PITANGUEIRAS,348,413,485,521
PR,PLANALTINA DO PARANA,527,601,711,760
PR,PLANALTO,1325,1501,1746,2229
PR,PONTA GROSSA,74441,80016,91994,96389
PR,PONTAL DO PARANA,4608,5067,5663,6128
PR,PORECATU,2284,2436,2698,2818
PR,PORTO AMAZONAS,614,701,841,983
PR,PORTO BARREIRO,249,263,331,426
PR,PORTO RICO,381,457,526,606
PR,PORTO VITORIA,282,285,347,369
PR,PRADO FERREIRA,396,425,535,575
PR,PRANCHITA,845,942,1127,1330
PR,PRESIDENTE CASTELO BRANCO,461,517,658,770
PR,PRIMEIRO DE MAIO,1581,1676,1924,2018
PR,PRUDENTOPOLIS,4202,4559,5385,6258
PR,QUARTO CENTENARIO,460,518,602,673
PR,QUATIGUA,989,1110,1269,1359
PR,QUATRO BARRAS,4766,5155,6036,6386
PR,QUATRO PONTES,945,1057,1240,1409
PR,QUEDAS DO IGUACU,2930,3413,3949,4191
PR,QUERENCIA DO NORTE,731,813,995,1169
PR,QUINTA DO SOL,596,657,771,863
PR,QUITANDINHA,1379,1620,1926,2147
PR,RAMILANDIA,307,373,672,825
PR,RANCHO ALEGRE,473,492,558,570
PR,RANCHO ALEGRE DOESTE,351,390,442,479
PR,REALEZA,2761,2982,3381,3771
PR,REBOUCAS,1395,1523,1744,2141
PR,RENASCENCA,1010,1071,1207,1359
PR,RESERVA,2138,2488,3040,3265
PR,RESERVA DO IGUACU,585,620,756,817
PR,RIBEIRAO CLARO,1528,1628,1890,1980
PR,RIBEIRAO DO PINHAL,1152,1328,1547,1713
PR,RIO AZUL,1060,1167,1430,2101
PR,RIO BOM,263,282,357,410
PR,RIO BONITO DO IGUACU,691,725,874,1124
PR,RIO BRANCO DO IVAI,322,333,425,471
PR,RIO BRANCO DO SUL,3532,3962,4687,5064
PR,RIO NEGRO,5450,5980,6979,7300
PR,ROLANDIA,11699,12889,15454,16793
PR,RONCADOR,1087,1191,1381,1526
PR,RONDON,1106,1388,1601,1836
PR,ROSARIO DO IVAI,433,468,498,548
PR,SABAUDIA,989,1136,1410,1566
PR,SALGADO FILHO,362,391,458,530
PR,SALTO DO ITARARE,389,422,546,610
PR,SALTO DO LONTRA,1306,1449,1723,2225
PR,SANTA AMELIA,301,337,373,422
PR,SANTA CECILIA DO PAVAO,363,421,497,528
PR,SANTA CRUZ DE MONTE CASTELO,820,924,1046,1136
PR,SANTA FE,1373,1487,1704,1860
PR,SANTA HELENA,3700,4121,4856,5346
PR,SANTA INES,214,232,289,328
PR,SANTA ISABEL DO IVAI,1012,1076,1328,1524
PR,SANTA IZABEL DO OESTE,1114,1257,1529,1902
PR,SANTA LUCIA,309,335,444,553
PR,SANTA MARIA DO OESTE,642,682,833,950
PR,SANTA MARIANA,1679,1813,1980,2130
PR,SANTA MONICA,241,272,356,437
PR,SANTA TEREZA DO OESTE,1559,1766,2143,2347
PR,SANTA TEREZINHA DE ITAIPU,3934,4339,5158,5454
PR,SANTANA DO ITARARE,424,469,594,685
PR,SANTO ANTONIO DA PLATINA,6382,6761,7585,7820
PR,SANTO ANTONIO DO CAIUA,234,278,358,405
PR,SANTO ANTONIO DO PARAISO,283,316,377,395
PR,SANTO ANTONIO DO SUDOESTE,2133,2345,2792,3183
PR,SANTO INACIO,886,967,1163,1353
PR,SAO CARLOS DO IVAI,719,776,884,1047
PR,SAO JERONIMO DA SERRA,750,790,944,1106
PR,SAO JOAO,1751,1792,2030,2389
PR,SAO JOAO DO CAIUA,555,625,736,834
PR,SAO JOAO DO IVAI,1236,1302,1452,1697
PR,SAO JOAO DO TRIUNFO,882,915,1096,1844
PR,SAO JORGE DO IVAI,1020,1050,1155,1223
PR,SAO JORGE DO PATROCINIO,512,572,672,784
PR,SAO JORGE DOESTE,1136,1283,1442,1831
PR,SAO JOSE DA BOA VISTA,460,491,601,667
PR,SAO JOSE DAS PALMEIRAS,427,466,577,624
PR,SAO JOSE DOS PINHAIS,70598,76252,88335,94239
PR,SAO MANOEL DO PARANA,246,279,332,371
PR,SAO MATEUS DO SUL,6188,6744,7743,8708
PR,SAO MIGUEL DO IGUACU,4540,5050,5881,6328
PR,SAO PEDRO DO IGUACU,590,691,838,996
PR,SAO PEDRO DO IVAI,1124,1180,1437,1551
PR,SAO PEDRO DO PARANA,280,322,370,422
PR,SAO SEBASTIAO DA AMOREIRA,856,963,1189,1311
PR,SAO TOME,594,709,853,979
PR,SAPOPEMA,662,719,821,905
PR,SARANDI,12765,15229,19186,21011
PR,SAUDADE DO IGUACU,684,709,792,949
PR,SENGES,1827,2147,2617,2830
PR,SERRANOPOLIS DO IGUACU,866,951,1099,1177
PR,SERTANEJA,753,807,971,1003
PR,SERTANOPOLIS,2842,3075,3483,3700
PR,SIQUEIRA CAMPOS,2278,2575,3322,3632
PR,SULINA,344,357,444,578
PR,TAMARANA,1009,1079,1300,1333
PR,TAMBOARA,593,657,747,818
PR,TAPEJARA,1677,2123,2389,2748
PR,TAPIRA,579,582,734,788
PR,TEIXEIRA SOARES,831,917,1063,1253
PR,TELEMACO BORBA,16119,17803,20730,21179
PR,TERRA BOA,1789,2129,2650,2945
PR,TERRA RICA,1957,2204,2546,2890
PR,TERRA ROXA,2619,2829,3144,3314
PR,TIBAGI,2803,2979,3400,3714
PR,TIJUCAS DO SUL,1410,1570,1909,2057
PR,TOLEDO,32191,35098,40339,43273
PR,TOMAZINA,744,809,975,1094
PR,TRES BARRAS DO PARANA,1016,1089,1240,1603
PR,TUNAS DO PARANA,423,522,613,679
PR,TUNEIRAS DO OESTE,751,881,1054,1199
PR,TUPASSI,1145,1247,1510,1615
PR,TURVO,1210,1396,1755,1928
PR,UBIRATA,3803,4136,4651,5088
PR,UMUARAMA,19448,21089,24071,25479
PR,UNIAO DA VITORIA,8116,8890,10338,10988
PR,UNIFLOR,170,202,263,322
PR,URAI,1566,1658,1888,1943
PR,VENTANIA,896,1086,1479,1506
PR,VERA CRUZ DO OESTE,1045,1128,1422,1589
PR,VERE,1004,1087,1323,1892
PR,VIRMOND,332,355,444,560
PR,VITORINO,1243,1475,1829,2056
PR,WENCESLAU BRAZ,2503,2658,3158,3347
PR,XAMBRE,415,465,575,674
RJ,ANGRA DOS REIS,27364,29161,34582,37185
RJ,APERIBE,1193,1218,1401,1512
RJ,ARARUAMA,19698,20577,23404,24315
RJ,AREAL,1515,1614,1797,1852
RJ,ARMACAO DOS BUZIOS,6085,6276,7300,7766
RJ,ARRAIAL DO CABO,5089,5368,6263,6713
RJ,BARRA DO PIRAI,15366,16294,18053,19103
RJ,BARRA MANSA,32129,33665,37426,39303
RJ,BELFORD ROXO,45913,48113,55001,56855
RJ,BOM JARDIM,2926,3122,3581,3742
RJ,BOM JESUS DO ITABAPOANA,5606,5785,6532,6934
RJ,CABO FRIO,35680,38120,42735,44618
RJ,CACHOEIRAS DE MACACU,7036,7487,8549,9023
RJ,CAMBUCI,1690,1781,2054,2127
RJ,CAMPOS DOS GOYTACAZES,75947,78010,86846,91508
RJ,CANTAGALO,2403,2468,2861,2972
RJ,CARAPEBUS,1875,1996,2217,2443
RJ,CARDOSO MOREIRA,1214,1287,1514,1565
RJ,CARMO,2401,2379,2732,2840
RJ,CASIMIRO DE ABREU,6085,6480,7260,7681
RJ,COMENDADOR LEVY GASPARIAN,941,1048,1268,1392
RJ,CONCEICAO DE MACABU,3025,3216,3728,3981
RJ,CORDEIRO,3464,3680,4171,4290
RJ,DUAS BARRAS,1096,1103,1299,1379
RJ,DUQUE DE CAXIAS,110144,115501,132089,137521
RJ,ENGENHEIRO PAULO DE FRONTIN,1660,1731,2032,2028
RJ,GUAPIMIRIM,5894,6408,7314,8097
RJ,IGUABA GRANDE,5442,5721,6632,6920
RJ,ITABORAI,27274,28636,32775,34415
RJ,ITAGUAI,17735,19597,22900,24549
RJ,ITALVA,1566,1664,1972,2034
RJ,ITAOCARA,3492,3521,3846,4138
RJ,ITAPERUNA,15732,16599,18322,19113
RJ,ITATIAIA,5108,5532,6312,6458
RJ,JAPERI,7109,7658,9200,9727
RJ,LAJE DO MURIAE,735,742,794,916
RJ,MACAE,48235,51340,59354,63471
RJ,MACUCO,823,827,1150,1263
RJ,MAGE,26192,30878,32745,34971
RJ,MANGARATIBA,7516,7937,9025,9388
RJ,MARICA,36357,39412,46116,49740
RJ,MENDES,2710,2853,3291,3376
RJ,MESQUITA,25126,25907,29198,29604
RJ,MIGUEL PEREIRA,5304,5511,6242,6405
RJ,MIRACEMA,3346,3563,3973,4151
RJ,NATIVIDADE,1955,2085,2326,2623
RJ,NILOPOLIS,28367,28967,31842,32161
RJ,NITEROI,189348,194523,205706,206527
RJ,NOVA FRIBURGO,34653,36364,40264,41101
RJ,NOVA IGUACU,107774,112636,128360,132706
RJ,PARACAMBI,6008,6418,7265,7428
RJ,PARAIBA DO SUL,5642,5980,6654,7060
RJ,PARATI,6420,6912,7944,8496
RJ,PATY DO ALFERES,2898,3121,3670,3845
RJ,PETROPOLIS,58421,61669,67913,70354
RJ,PINHEIRAL,3875,4135,4703,5108
RJ,PIRAI,4061,4268,4978,5225
RJ,PORCIUNCULA,2038,2177,2536,2772
RJ,PORTO REAL,2672,2961,3574,3814
RJ,QUATIS,1645,1822,2278,2387
RJ,QUEIMADOS,14957,15958,18652,19347
RJ,QUISSAMA,2876,2971,3293,3549
RJ,RESENDE,27265,29069,33007,33432
RJ,RIO BONITO,7989,8507,9607,10084
RJ,RIO CLARO,2256,2296,2732,2923
RJ,RIO DAS FLORES,1032,1101,1210,1255
RJ,RIO DAS OSTRAS,30074,32093,36988,39470
RJ,RIO DE JANEIRO,1746450,1783597,1917276,1938685
RJ,SANTA MARIA MADALENA,1143,1275,1399,1482
RJ,SANTO ANTONIO DE PADUA,4954,5104,5739,6019
RJ,SAO FIDELIS,5130,5460,6253,6429
RJ,SAO FRANCISCO DE ITABAPOANA,2855,3050,3500,3777
RJ,SAO GONCALO,137810,142907,160441,163895
RJ,SAO JOAO DA BARRA,4190,4177,5304,6435
RJ,SAO JOAO DE MERITI,56132,57637,64634,65862
RJ,SAO JOSE DE UBA,818,837,1005,1074
RJ,SAO JOSE DO VALE DO RIO PRETO,2226,2260,2413,2568
RJ,SAO PEDRO DA ALDEIA,16982,18173,21764,22285
RJ,SAO SEBASTIAO DO ALTO,792,857,978,1048
RJ,SAPUCAIA,2513,2626,2977,3150
RJ,SAQUAREMA,12528,13758,15895,17346
RJ,SEROPEDICA,9311,10165,11711,12278
RJ,SILVA JARDIM,2168,2265,2745,2893
RJ,SUMIDOURO,997,1083,1298,1371
RJ,TANGUA,2761,2998,3519,3703
RJ,TERESOPOLIS,31042,33383,36470,38154
RJ,TRAJANO DE MORAES,1018,1027,1180,1249
RJ,TRES RIOS,12381,13262,14810,15442
RJ,VALENCA,10849,11268,12562,12904
RJ,VARRE-SAI,858,915,1082,1152
RJ,VASSOURAS,5337,5693,6536,6847
RJ,VOLTA REDONDA,61776,64926,71346,74780
RN,ACARI,913,934,1066,1159
RN,AFONSO BEZERRA,385,382,448,518
RN,AGUA NOVA,137,144,155,178
RN,ALEXANDRIA,793,836,937,1014
RN,ALMINO AFONSO,315,337,372,380
RN,ALTO DO RODRIGUES,1101,1194,1454,1775
RN,ANGICOS,798,855,1034,1077
RN,ANTONIO MARTINS,242,267,300,355
RN,APODI,2353,2541,2792,3127
RN,AREIA BRANCA,2647,2835,3301,3657
RN,ARES,626,650,757,830
RN,ASSU,4363,4706,5275,5845
RN,BAIA FORMOSA,440,479,573,623
RN,BARAUNA,920,1119,1450,1685
RN,BARCELONA,151,160,198,212
RN,BENTO FERNANDES,186,216,248,273
RN,BOA SAUDE,232,246,284,320
RN,BODO,156,197,233,261
RN,BOM JESUS,422,440,503,585
RN,BREJINHO,514,537,606,685
RN,CAICARA DO NORTE,253,276,350,353
RN,CAICARA DO RIO DO VENTO,138,160,188,223
RN,CAICO,8448,8900,9827,10194
RN,CAMPO GRANDE,391,412,478,508
RN,CAMPO REDONDO,415,440,567,635
RN,CANGUARETAMA,1436,1423,1690,1842
RN,CARAUBAS,1035,1067,1256,1420
RN,CARNAUBA DOS DANTAS,516,540,604,678
RN,CARNAUBAIS,485,557,644,835
RN,CEARA-MIRIM,4318,4562,5256,5603
RN,CERRO CORA,565,634,755,862
RN,CORONEL EZEQUIEL,165,183,281,368
RN,CORONEL JOAO PESSOA,152,176,217,259
RN,CRUZETA,610,614,687,711
RN,CURRAIS NOVOS,4371,4723,5316,5491
RN,DOUTOR SEVERIANO,276,322,355,390
RN,ENCANTO,295,317,357,404
RN,EQUADOR,231,277,329,386
RN,ESPIRITO SANTO,270,273,330,367
RN,EXTREMOZ,3394,3880,4798,5356
RN,FELIPE GUERRA,321,332,397,472
RN,FERNANDO PEDROZA,115,122,148,156
RN,FLORANIA,546,581,667,712
RN,FRANCISCO DANTAS,140,146,164,176
RN,FRUTUOSO GOMES,194,207,239,289
RN,GALINHOS,120,116,137,133
RN,GOIANINHA,1582,1668,2080,2292
RN,GOVERNADOR DIX-SEPT ROSADO,591,610,768,857
RN,GROSSOS,562,649,815,829
RN,GUAMARE,1300,1494,1898,1927
RN,IELMO MARINHO,202,214,264,276
RN,IPANGUACU,520,593,696,813
RN,IPUEIRA,158,148,173,192
RN,ITAJA,322,368,448,517
RN,ITAU,351,355,401,418
RN,JACANA,294,315,392,410
RN,JANDAIRA,296,310,423,482
RN,JANDUIS,233,258,297,351
RN,JAPI,165,168,233,266
RN,JARDIM DE ANGICOS,87,90,119,123
RN,JARDIM DE PIRANHAS,522,580,641,734
RN,JARDIM DO SERIDO,1119,1191,1374,1469
RN,JOAO CAMARA,2415,2601,3031,3195
RN,JOAO DIAS,60,76,84,105
RN,JOSE DA PENHA,291,291,346,366
RN,JUCURUTU,931,950,1082,1216
RN,JUNDIA,111,106,122,141
RN,LAGOA DANTA,241,245,308,343
RN,LAGOA DE PEDRAS,163,173,219,276
RN,LAGOA DE VELHOS,103,99,123,153
RN,LAGOA NOVA,744,872,1072,1263
RN,LAGOA SALGADA,305,316,384,452
RN,LAJES,513,602,751,861
RN,LAJES PINTADAS,204,215,281,279
RN,LUCRECIA,258,260,279,312
RN,LUIS GOMES,387,421,480,515
RN,MACAIBA,4496,4582,5132,5402
RN,MACAU,2485,2802,3235,3612
RN,MAJOR SALES,158,152,179,188
RN,MARCELINO VIEIRA,393,397,455,496
RN,MARTINS,604,614,698,714
RN,MAXARANGUAPE,321,335,382,431
RN,MESSIAS TARGINO,180,209,246,313
RN,MONTANHAS,441,460,555,560
RN,MONTE ALEGRE,774,842,1065,1114
RN,MONTE DAS GAMELEIRAS,110,122,131,147
RN,MOSSORO,36256,38262,43128,45190
RN,NATAL,154063,158140,169955,171286
RN,NISIA FLORESTA,1360,1433,1829,1926
RN,NOVA CRUZ,2131,2183,2448,2636
RN,OLHO DAGUA DO BORGES,209,225,242,272
RN,OURO BRANCO,347,422,473,487
RN,PARANA,146,147,164,182
RN,PARAU,211,216,253,281
RN,PARAZINHO,255,269,365,375
RN,PARELHAS,1681,1768,1997,2170
RN,PARNAMIRIM,49821,52355,58319,59916
RN,PASSA E FICA,343,374,428,468
RN,PASSAGEM,128,124,143,154
RN,PATU,724,743,835,920
RN,PAU DOS FERROS,3596,3812,4225,4354
RN,PEDRA GRANDE,181,222,244,299
RN,PEDRA PRETA,100,104,135,163
RN,PEDRO AVELINO,245,259,315,371
RN,PEDRO VELHO,490,546,609,680
RN,PENDENCIAS,753,795,960,1075
RN,PILOES,148,156,182,208
RN,POCO BRANCO,360,346,469,515
RN,PORTALEGRE,411,391,475,519
RN,PORTO DO MANGUE,204,244,345,403
RN,PUREZA,266,249,305,349
RN,RAFAEL FERNANDES,313,336,352,384
RN,RAFAEL GODEIRO,155,154,180,208
RN,RIACHO DA CRUZ,109,118,142,173
RN,RIACHO DE SANTANA,191,185,209,245
RN,RIACHUELO,299,311,380,449
RN,RIO DO FOGO,341,351,428,527
RN,RODOLFO FERNANDES,238,252,298,315
RN,RUY BARBOSA,141,150,168,205
RN,SANTA CRUZ,2957,3250,3808,4086
RN,SANTA MARIA,132,157,192,226
RN,SANTANA DO MATOS,511,523,581,712
RN,SANTANA DO SERIDO,232,252,294,346
RN,SANTO ANTONIO,1081,1137,1279,1346
RN,SAO BENTO DO NORTE,143,154,217,265
RN,SAO BENTO DO TRAIRI,120,151,219,228
RN,SAO FERNANDO,250,263,289,325
RN,SAO FRANCISCO DO OESTE,240,253,296,323
RN,SAO GONCALO DO AMARANTE,7537,8464,10051,10865
RN,SAO JOAO DO SABUGI,472,487,559,587
RN,SAO JOSE DE MIPIBU,2499,2799,3228,3449
RN,SAO JOSE DO CAMPESTRE,503,509,590,634
RN,SAO JOSE DO SERIDO,344,366,427,441
RN,SAO MIGUEL,1203,1496,1718,1880
RN,SAO MIGUEL DO GOSTOSO,479,567,686,750
RN,SAO PAULO DO POTENGI,829,899,1015,1104
RN,SAO PEDRO,238,230,282,302
RN,SAO RAFAEL,330,359,424,437
RN,SAO TOME,450,440,504,579
RN,SAO VICENTE,389,428,495,580
RN,SENADOR ELOI DE SOUZA,212,254,266,291
RN,SENADOR GEORGINO AVELINO,152,166,199,218
RN,SERRA CAIADA,317,307,457,415
RN,SERRA DE SAO BENTO,197,208,255,285
RN,SERRA DO MEL,569,614,785,940
RN,SERRA NEGRA DO NORTE,396,374,427,491
RN,SERRINHA,240,233,294,313
RN,SERRINHA DOS PINTOS,210,223,263,299
RN,SEVERIANO MELO,295,321,383,410
RN,SITIO NOVO,129,144,173,206
RN,TABOLEIRO GRANDE,113,111,142,150
RN,TAIPU,309,341,401,442
RN,TANGARA,634,708,897,1038
RN,TENENTE ANANIAS,402,409,471,517
RN,TENENTE LAURENTINO CRUZ,266,288,348,414
RN,TIBAU,328,339,392,465
RN,TIBAU DO SUL,1336,1524,1794,1895
RN,TIMBAUBA DOS BATISTAS,179,181,203,220
RN,TOUROS,1129,1257,1403,1477
RN,TRIUNFO POTIGUAR,171,208,254,246
RN,UMARIZAL,664,682,767,851
RN,UPANEMA,656,756,859,979
RN,VARZEA,232,221,255,277
RN,VENHA-VER,90,106,128,138
RN,VERA CRUZ,447,473,540,628
RN,VICOSA,95,84,97,119
RN,VILA FLOR,117,125,152,167
RO,ALTA FLORESTA DOESTE,2391,2616,2906,3059
RO,ALTO ALEGRE DOS PARECIS,708,804,918,1086
RO,ALTO PARAISO,1226,1293,1550,1626
RO,ALVORADA DOESTE,1469,1646,1882,1989
RO,ARIQUEMES,14465,15607,17586,18672
RO,BURITIS,3203,3401,3871,3981
RO,CABIXI,573,633,760,859
RO,CACAULANDIA,470,516,636,673
RO,CACOAL,13969,15024,16852,18139
RO,CAMPO NOVO DE RONDONIA,680,736,806,848
RO,CANDEIAS DO JAMARI,1752,1985,2323,2462
RO,CASTANHEIRAS,224,254,310,323
RO,CEREJEIRAS,2595,2824,3092,3398
RO,CHUPINGUAIA,988,1144,1431,1518
RO,COLORADO DO OESTE,2556,2745,2991,3225
RO,CORUMBIARA,774,852,984,1155
RO,COSTA MARQUES,1340,1320,1359,1427
RO,CUJUBIM,1288,1474,1620,1685
RO,ESPIGAO DOESTE,3067,3396,3725,3928
RO,GOVERNADOR JORGE TEIXEIRA,578,585,651,735
RO,GUAJARA-MIRIM,5409,5584,6148,6057
RO,ITAPUA DO OESTE,717,801,933,1015
RO,JARU,6998,7447,8761,9414
RO,JI-PARANA,20261,21480,24334,25942
RO,MACHADINHO DOESTE,3024,3338,3637,3887
RO,MINISTRO ANDREAZZA,451,522,602,665
RO,MIRANTE DA SERRA,909,987,1163,1229
RO,MONTE NEGRO,1018,1119,1255,1317
RO,NOVA BRASILANDIA DOESTE,1673,1749,2049,2221
RO,NOVA MAMORE,1890,2041,2345,2438
RO,NOVA UNIAO,342,392,426,474
RO,NOVO HORIZONTE DO OESTE,666,684,761,831
RO,OURO PRETO DO OESTE,5113,5409,5823,6198
RO,PARECIS,272,327,393,418
RO,PIMENTA BUENO,5751,5989,6900,7449
RO,PIMENTEIRAS DO OESTE,222,273,369,372
RO,PORTO VELHO,90476,94362,105909,108690
RO,PRESIDENTE MEDICI,2324,2583,2994,3058
RO,PRIMAVERA DE RONDONIA,278,317,409,472
RO,RIO CRESPO,296,370,427,515
RO,ROLIM DE MOURA,7955,8973,10024,10827
RO,SANTA LUZIA DOESTE,664,673,866,943
RO,SAO FELIPE DOESTE,455,519,618,686
RO,SAO FRANCISCO DO GUAPORE,1710,1861,1992,2147
RO,SAO MIGUEL DO GUAPORE,1971,2170,2557,2838
RO,SERINGUEIRAS,839,895,1048,1152
RO,TEIXEIROPOLIS,436,406,497,495
RO,THEOBROMA,545,592,711,826
RO,URUPA,760,894,1001,1164
RO,VALE DO ANARI,508,557,663,677
RO,VALE DO PARAISO,598,612,670,724
RO,VILHENA,17299,19120,22238,24117
RR,ALTO ALEGRE,811,893,1037,1135
RR,AMAJARI,251,309,476,437
RR,BOA VISTA,63812,68253,75879,78916
RR,BONFIM,489,523,705,838
RR,CANTA,803,853,1142,1315
RR,CARACARAI,1284,1333,1505,1592
RR,CAROEBE,517,539,606,693
RR,IRACEMA,334,367,420,499
RR,MUCAJAI,954,1033,1254,1337
RR,NORMANDIA,447,531,582,648
RR,PACARAIMA,840,975,1162,1359
RR,RORAINOPOLIS,1966,2169,2601,2792
RR,SAO JOAO DA BALIZA,490,527,633,703
RR,SAO LUIZ,420,441,515,580
RR,UIRAMUTA,200,226,237,276
RS,ACEGUA,588,678,730,686
RS,AGUA SANTA,635,726,891,917
RS,AGUDO,2230,2397,2671,2021
RS,AJURICABA,1160,1210,1505,1617
RS,ALECRIM,612,677,862,919
RS,ALEGRETE,13648,14219,15867,12073
RS,ALEGRIA,404,427,550,479
RS,ALMIRANTE TAMANDARE DO SUL,396,438,502,506
RS,ALPESTRE,731,766,910,958
RS,ALTO ALEGRE,406,392,477,421
RS,ALTO FELIZ,556,607,777,677
RS,ALVORADA,26843,28952,33428,27091
RS,AMARAL FERRADOR,432,459,521,415
RS,AMETISTA DO SUL,787,839,932,936
RS,ANDRE DA ROCHA,245,234,260,230
RS,ANTA GORDA,1005,1030,1203,891
RS,ANTONIO PRADO,3456,3699,4091,3827
RS,ARAMBARE,602,668,745,575
RS,ARARICA,860,979,1296,1245
RS,ARATIBA,996,1071,1380,1004
RS,ARROIO DO MEIO,4283,4886,5937,3443
RS,ARROIO DO PADRE,202,202,298,329
RS,ARROIO DO SAL,2189,2398,2555,2558
RS,ARROIO DO TIGRE,1219,1326,1484,891
RS,ARROIO DOS RATOS,2497,2616,2961,2314
RS,ARROIO GRANDE,2790,2895,3340,2286
RS,ARVOREZINHA,1520,1577,1838,1351
RS,AUGUSTO PESTANA,1308,1475,1588,1322
RS,AUREA,550,589,689,670
RS,BAGE,21639,22985,24974,25528
RS,BALNEARIO PINHAL,1646,1805,2056,1819
RS,BARAO,1466,1720,1964,1899
RS,BARAO DE COTEGIPE,1122,1257,1528,1187
RS,BARAO DO TRIUNFO,337,335,423,430
RS,BARRA DO GUARITA,275,307,395,413
RS,BARRA DO QUARAI,496,488,595,524
RS,BARRA DO RIBEIRO,1852,2057,2320,1881
RS,BARRA DO RIO AZUL,197,225,292,192
RS,BARRA FUNDA,504,545,637,486
RS,BARRACAO,1038,1117,1254,1311
RS,BARROS CASSAL,815,799,917,712
RS,BENJAMIN CONSTANT DO SUL,213,220,280,283
RS,BENTO GONCALVES,36010,40135,45265,34825
RS,BOA VISTA DAS MISSOES,305,312,367,366
RS,BOA VISTA DO BURICA,1073,1224,1500,1498
RS,BOA VISTA DO CADEADO,331,368,478,508
RS,BOA VISTA DO INCRA,282,330,428,422
RS,BOA VISTA DO SUL,453,486,557,453
RS,BOM JESUS,1423,1456,1665,1329
RS,BOM PRINCIPIO,3069,3548,4130,2901
RS,BOM PROGRESSO,234,273,304,329
RS,BOM RETIRO DO SUL,1920,2147,2512,2009
RS,BOQUEIRAO DO LEAO,620,670,726,500
RS,BOSSOROCA,923,921,1066,1077
RS,BOZANO,303,345,432,458
RS,BRAGA,426,443,519,511
RS,BROCHIER,587,669,739,673
RS,BUTIA,3128,3319,3761,3438
RS,CACAPAVA DO SUL,5899,6132,6799,5144
RS,CACEQUI,1449,1533,1740,1325
RS,CACHOEIRA DO SUL,15272,16191,18453,12318
RS,CACHOEIRINHA,32334,34317,38856,29777
RS,CACIQUE DOBLE,627,653,759,708
RS,CAIBATE,1098,1161,1323,1350
RS,CAICARA,603,659,800,646
RS,CAMAQUA,9870,10737,12386,10091
RS,CAMARGO,522,573,722,611
RS,CAMBARA DO SUL,961,1000,1186,1207
RS,CAMPESTRE DA SERRA,439,498,586,542
RS,CAMPINA DAS MISSOES,860,922,1122,943
RS,CAMPINAS DO SUL,1089,1165,1339,1346
RS,CAMPO BOM,13759,15019,17548,14019
RS,CAMPO NOVO,766,791,941,984
RS,CAMPOS BORGES,550,587,682,548
RS,CANDELARIA,3387,3542,4090,2868
RS,CANDIDO GODOI,1010,1196,1448,1305
RS,CANDIOTA,1741,1888,2134,2146
RS,CANELA,9051,10399,12467,10770
RS,CANGUCU,4440,4975,6947,6093
RS,CANOAS,88465,94841,106706,73161
RS,CANUDOS DO VALE,120,134,147,107
RS,CAPAO BONITO DO SUL,226,258,265,263
RS,CAPAO DA CANOA,11085,12496,14451,13010
RS,CAPAO DO CIPO,385,361,503,476
RS,CAPAO DO LEAO,2669,2893,3474,3324
RS,CAPELA DE SANTANA,1175,1356,1706,1386
RS,CAPITAO,330,348,432,254
RS,CAPIVARI DO SUL,883,915,1041,1055
RS,CARAA,559,625,834,799
RS,CARAZINHO,13042,14042,16326,15384
RS,CARLOS BARBOSA,10045,11373,12564,10864
RS,CARLOS GOMES,169,194,260,252
RS,CASCA,2257,2419,2871,2913
RS,CASEIROS,386,433,513,541
RS,CATUIPE,1300,1461,1781,1442
RS,CAXIAS DO SUL,140142,151106,170944,137411
RS,CENTENARIO,365,380,489,477
RS,CERRITO,515,569,741,738
RS,CERRO BRANCO,309,322,395,302
RS,CERRO GRANDE,262,256,314,239
RS,CERRO GRANDE DO SUL,643,686,821,593
RS,CERRO LARGO,2885,3085,3522,3645
RS,CHAPADA,1589,1698,1992,1808
RS,CHARQUEADAS,7003,7762,9004,7071
RS,CHARRUA,338,393,479,458
RS,CHIAPETTA,723,813,895,824
RS,CHUI,910,1024,1137,1162
RS,CHUVISCA,223,234,300,315
RS,CIDREIRA,2491,2661,2956,2737
RS,CIRIACO,621,642,712,699
RS,COLINAS,412,444,541,358
RS,COLORADO,985,1049,1175,844
RS,CONDOR,1435,1548,1870,1958
RS,CONSTANTINA,1303,1415,1736,1696
RS,COQUEIRO BAIXO,158,153,176,130
RS,COQUEIROS DO SUL,403,445,518,546
RS,CORONEL BARROS,423,485,574,616
RS,CORONEL BICACO,844,926,1124,992
RS,CORONEL PILAR,221,235,266,163
RS,COTIPORA,758,830,942,590
RS,COXILHA,553,623,754,801
RS,CRISSIUMAL,1536,1664,2159,1939
RS,CRISTAL,823,856,988,924
RS,CRISTAL DO SUL,295,317,397,347
RS,CRUZ ALTA,12246,13065,14826,12715
RS,CRUZALTENSE,226,261,379,407
RS,CRUZEIRO DO SUL,1721,1943,2318,1349
