uf,municipio,d2018,d2019,d2020,d2021
PE,CUSTODIA,1761,1849,2035,2220
PE,DORMENTES,638,630,662,749
PE,ESCADA,3317,3654,3700,4144
PE,EXU,1201,1240,1233,1372
PE,FEIRA NOVA,713,776,792,869
PE,FERNANDO DE NORONHA,619,660,679,701
PE,FERREIROS,543,571,597,665
PE,FLORES,502,544,578,645
PE,FLORESTA,1615,1601,1684,1883
PE,FREI MIGUELINHO,404,408,399,440
PE,GAMELEIRA,696,727,758,839
PE,GARANHUNS,13331,13777,14350,15618
PE,GLORIA DO GOITA,853,965,1026,1212
PE,GOIANA,5694,6031,6168,7030
PE,GRANITO,223,236,238,273
PE,GRAVATA,5043,5146,5222,5739
PE,IATI,449,463,454,495
PE,IBIMIRIM,695,735,775,831
PE,IBIRAJUBA,153,161,173,212
PE,IGARASSU,7100,7775,8149,9141
PE,IGUARACY,313,351,350,371
PE,ILHA DE ITAMARACA,1183,1234,1269,1416
PE,INAJA,482,565,561,623
PE,INGAZEIRA,137,163,157,183
PE,IPOJUCA,5803,6211,5874,6179
PE,IPUBI,706,748,768,868
PE,ITACURUBA,202,238,241,260
PE,ITAIBA,649,679,675,755
PE,ITAMBE,1271,1321,1399,1485
PE,ITAPETIM,572,584,628,615
PE,ITAPISSUMA,1102,1199,1202,1356
PE,ITAQUITINGA,454,488,498,561
PE,JABOATAO DOS GUARARAPES,66801,70645,72794,79345
PE,JAQUEIRA,255,267,259,296
PE,JATAUBA,416,434,435,503
PE,JATOBA,782,798,823,861
PE,JOAO ALFREDO,811,882,935,1068
PE,JOAQUIM NABUCO,379,408,439,528
PE,JUCATI,219,232,246,296
PE,JUPI,523,528,544,604
PE,JUREMA,496,407,375,415
PE,LAGOA DE ITAENGA,748,820,791,896
PE,LAGOA DO CARRO,618,702,712,879
PE,LAGOA DO OURO,317,335,342,407
PE,LAGOA DOS GATOS,354,344,340,401
PE,LAGOA GRANDE,741,758,805,929
PE,LAJEDO,1756,1811,1869,2018
PE,LIMOEIRO,4166,4388,4437,4909
PE,MACAPARANA,842,897,935,1044
PE,MACHADOS,376,411,429,446
PE,MANARI,279,317,348,374
PE,MARAIAL,226,277,266,284
PE,MIRANDIBA,586,617,705,660
PE,MOREILANDIA,438,496,462,486
PE,MORENO,3186,3405,3454,3731
PE,NAZARE DA MATA,2281,2344,2378,2588
PE,OLINDA,50873,52621,52902,55743
PE,OROBO,730,765,775,863
PE,OROCO,357,392,366,419
PE,OURICURI,2460,2545,2579,2809
PE,PALMARES,3609,3770,3824,4186
PE,PALMEIRINA,255,273,269,301
PE,PANELAS,600,623,618,673
PE,PARANATAMA,316,319,357,477
PE,PARNAMIRIM,741,867,825,915
PE,PASSIRA,933,953,1004,1143
PE,PAUDALHO,2383,2507,2730,3011
PE,PAULISTA,37496,39521,41555,46103
PE,PEDRA,545,579,597,642
PE,PESQUEIRA,3178,3212,3202,3463
PE,PETROLANDIA,1664,1730,1759,2055
PE,PETROLINA,32900,35661,38691,42577
PE,POCAO,314,335,355,390
PE,POMBOS,932,1022,1044,1231
PE,PRIMAVERA,447,437,474,527
PE,QUIPAPA,394,456,480,552
PE,QUIXABA,155,173,178,205
PE,RECIFE,298547,306670,312470,327309
PE,RIACHO DAS ALMAS,640,663,673,746
PE,RIBEIRAO,2055,2227,2210,2526
PE,RIO FORMOSO,949,966,980,1159
PE,SAIRE,297,312,349,399
PE,SALGADINHO,132,153,159,178
PE,SALGUEIRO,4617,5107,5193,5621
PE,SALOA,332,363,362,431
PE,SANHARO,856,900,926,971
PE,SANTA CRUZ,262,289,299,312
PE,SANTA CRUZ DA BAIXA VERDE,382,398,405,446
PE,SANTA CRUZ DO CAPIBARIBE,6111,5773,5946,6158
PE,SANTA FILOMENA,237,238,237,274
PE,SANTA MARIA DA BOA VISTA,1344,1391,1371,1455
PE,SANTA MARIA DO CAMBUCA,327,317,334,367
PE,SANTA TEREZINHA,406,408,428,486
PE,SAO BENEDITO DO SUL,189,235,253,289
PE,SAO BENTO DO UNA,1469,1509,1571,1677
PE,SAO CAITANO,1142,1210,1241,1329
PE,SAO JOAO,584,609,667,770
PE,SAO JOAQUIM DO MONTE,445,450,492,507
PE,SAO JOSE DA COROA GRANDE,1030,1082,1116,1248
PE,SAO JOSE DO BELMONTE,1372,1566,1759,2055
PE,SAO JOSE DO EGITO,1449,1530,1589,1731
PE,SAO LOURENCO DA MATA,6703,7352,7728,8501
PE,SAO VICENTE FERRER,546,547,579,663
PE,SERRA TALHADA,5824,6251,6524,7152
PE,SERRITA,439,469,472,476
PE,SERTANIA,1494,1734,1779,2071
PE,SIRINHAEM,1580,1572,1483,1726
PE,SOLIDAO,159,181,193,204
PE,SURUBIM,3119,3414,3519,3851
PE,TABIRA,1297,1424,1478,1687
PE,TACAIMBO,307,332,341,386
PE,TACARATU,669,693,713,762
PE,TAMANDARE,905,958,965,1088
PE,TAQUARITINGA DO NORTE,926,982,988,1005
PE,TEREZINHA,195,210,222,218
PE,TERRA NOVA,322,386,390,429
PE,TIMBAUBA,3057,3181,3226,3402
PE,TORITAMA,2384,2089,2040,1925
PE,TRACUNHAEM,463,496,503,533
PE,TRINDADE,1170,1223,1359,1487
PE,TRIUNFO,876,910,985,1066
PE,TUPANATINGA,537,515,539,602
PE,TUPARETAMA,384,419,417,449
PE,VENTUROSA,550,581,656,666
PE,VERDEJANTE,274,295,334,402
PE,VERTENTE DO LERIO,101,117,147,168
PE,VERTENTES,682,659,649,675
PE,VICENCIA,1155,1219,1264,1369
PE,VITORIA DE SANTO ANTAO,8890,9757,10214,11329
PE,XEXEU,353,352,372,410
PI,ACAUA,138,159,153,175
PI,AGRICOLANDIA,200,210,212,215
PI,AGUA BRANCA,982,1011,1086,1133
PI,ALAGOINHA DO PIAUI,201,202,196,202
PI,ALEGRETE DO PIAUI,166,184,211,257
PI,ALTO LONGA,302,343,338,335
PI,ALTOS,2102,2262,2353,2638
PI,ALVORADA DO GURGUEIA,167,187,207,235
PI,AMARANTE,736,755,799,897
PI,ANGICAL DO PIAUI,340,354,379,398
PI,ANISIO DE ABREU,391,419,422,423
PI,ANTONIO ALMEIDA,187,189,197,207
PI,AROAZES,190,227,253,261
PI,AROEIRAS DO ITAIM,25,19,20,27
PI,ARRAIAL,149,167,177,219
PI,ASSUNCAO DO PIAUI,119,144,150,91
PI,AVELINO LOPES,415,420,428,488
PI,BAIXA GRANDE DO RIBEIRO,688,797,917,1127
PI,BARRA DALCANTARA,145,145,141,137
PI,BARRAS,1712,1705,1775,1913
PI,BARREIRAS DO PIAUI,115,129,114,118
PI,BARRO DURO,368,390,395,333
PI,BATALHA,776,796,821,903
PI,BELA VISTA DO PIAUI,125,123,125,124
PI,BELEM DO PIAUI,84,96,96,99
PI,BENEDITINOS,282,294,315,323
PI,BERTOLINIA,292,333,333,387
PI,BETANIA DO PIAUI,136,134,150,168
PI,BOA HORA,137,149,138,149
PI,BOCAINA,181,188,188,209
PI,BOM JESUS,2431,2440,2496,2779
PI,BOM PRINCIPIO DO PIAUI,77,99,111,137
PI,BONFIM DO PIAUI,137,132,143,141
PI,BOQUEIRAO DO PIAUI,173,213,236,273
PI,BRASILEIRA,295,349,354,459
PI,BREJO DO PIAUI,73,76,75,82
PI,BURITI DOS LOPES,604,621,616,654
PI,BURITI DOS MONTES,175,201,198,221
PI,CABECEIRAS DO PIAUI,207,209,205,261
PI,CAJAZEIRAS DO PIAUI,55,59,59,60
PI,CAJUEIRO DA PRAIA,181,217,235,273
PI,CALDEIRAO GRANDE DO PIAUI,171,182,179,191
PI,CAMPINAS DO PIAUI,217,221,207,225
PI,CAMPO ALEGRE DO FIDALGO,151,154,148,143
PI,CAMPO GRANDE DO PIAUI,165,180,155,180
PI,CAMPO LARGO DO PIAUI,112,127,129,149
PI,CAMPO MAIOR,3463,3653,3942,4268
PI,CANAVIEIRA,71,79,86,98
PI,CANTO DO BURITI,1037,1116,1192,1288
PI,CAPITAO DE CAMPOS,303,352,318,357
PI,CAPITAO GERVASIO OLIVEIRA,108,104,109,109
PI,CARACOL,351,373,384,427
PI,CARAUBAS DO PIAUI,106,107,113,111
PI,CARIDADE DO PIAUI,131,132,153,139
PI,CASTELO DO PIAUI,900,1080,1056,1107
PI,CAXINGO,87,111,114,110
PI,COCAL,735,787,754,803
PI,COCAL DE TELHA,104,114,138,151
PI,COCAL DOS ALVES,159,171,163,181
PI,COIVARAS,51,54,56,80
PI,COLONIA DO GURGUEIA,325,340,356,361
PI,COLONIA DO PIAUI,147,157,157,169
PI,CONCEICAO DO CANINDE,171,179,175,188
PI,CORONEL JOSE DIAS,103,100,102,130
PI,CORRENTE,1828,1854,1900,2018
PI,CRISTALANDIA DO PIAUI,243,248,247,266
PI,CRISTINO CASTRO,562,556,529,582
PI,CURIMATA,583,559,577,633
PI,CURRAIS,91,90,100,105
PI,CURRAL NOVO DO PIAUI,98,103,99,119
PI,CURRALINHOS,56,60,51,58
PI,DEMERVAL LOBAO,682,742,770,827
PI,DIRCEU ARCOVERDE,173,200,194,257
PI,DOM EXPEDITO LOPES,339,348,366,386
PI,DOM INOCENCIO,225,252,267,310
PI,DOMINGOS MOURAO,95,95,102,106
PI,ELESBAO VELOSO,556,559,574,559
PI,ELISEU MARTINS,258,248,245,271
PI,ESPERANTINA,2320,2438,2580,2799
PI,FARTURA DO PIAUI,97,108,112,123
PI,FLORES DO PIAUI,117,125,143,146
PI,FLORESTA DO PIAUI,91,100,85,105
PI,FLORIANO,6674,6936,7232,7924
PI,FRANCINOPOLIS,120,136,133,140
PI,FRANCISCO AYRES,132,150,155,185
PI,FRANCISCO MACEDO,100,99,125,121
PI,FRANCISCO SANTOS,391,414,430,440
PI,FRONTEIRAS,579,562,550,579
PI,GEMINIANO,114,118,123,143
PI,GILBUES,528,546,585,641
PI,GUADALUPE,801,849,823,882
PI,GUARIBAS,154,155,174,170
PI,HUGO NAPOLEAO,140,133,155,156
PI,ILHA GRANDE,246,252,263,278
PI,INHUMA,663,712,703,729
PI,IPIRANGA DO PIAUI,379,381,393,415
PI,ISAIAS COELHO,209,221,190,207
PI,ITAINOPOLIS,286,293,313,326
PI,ITAUEIRA,501,536,559,549
PI,JACOBINA DO PIAUI,148,178,188,205
PI,JAICOS,603,654,671,699
PI,JARDIM DO MULATO,96,96,98,113
PI,JATOBA DO PIAUI,78,85,93,97
PI,JERUMENHA,174,196,219,228
PI,JOAO COSTA,57,66,69,77
PI,JOAQUIM PIRES,413,412,361,369
PI,JOCA MARQUES,100,112,105,109
PI,JOSE DE FREITAS,1379,1490,1456,1574
PI,JUAZEIRO DO PIAUI,119,152,147,158
PI,JULIO BORGES,154,146,161,170
PI,JUREMA,107,116,113,138
PI,LAGOA ALEGRE,197,212,215,266
PI,LAGOA DE SAO FRANCISCO,98,135,151,167
PI,LAGOA DO BARRO DO PIAUI,178,189,257,294
PI,LAGOA DO PIAUI,96,113,119,129
PI,LAGOA DO SITIO,80,92,86,106
PI,LAGOINHA DO PIAUI,67,68,71,75
PI,LANDRI SALES,227,251,243,293
PI,LUIS CORREIA,730,749,763,818
PI,LUZILANDIA,1167,1230,1220,1258
PI,MADEIRO,132,148,144,164
PI,MANOEL EMIDIO,231,267,285,280
PI,MARCOLANDIA,345,394,400,428
PI,MARCOS PARENTE,161,204,189,258
PI,MASSAPE DO PIAUI,85,87,98,88
PI,MATIAS OLIMPIO,350,349,362,374
PI,MIGUEL ALVES,674,681,693,715
PI,MIGUEL LEAO,46,58,56,71
PI,MILTON BRANDAO,102,104,116,122
PI,MONSENHOR GIL,322,330,347,380
PI,MONSENHOR HIPOLITO,242,256,250,256
PI,MONTE ALEGRE DO PIAUI,376,413,414,432
PI,MORRO CABECA NO TEMPO,117,129,120,134
PI,MORRO DO CHAPEU DO PIAUI,131,144,152,171
PI,MURICI DOS PORTELAS,135,146,174,173
PI,NAZARE DO PIAUI,273,252,284,311
PI,NAZARIA,68,87,115,122
PI,NOSSA SENHORA DE NAZARE,94,111,113,154
PI,NOSSA SENHORA DOS REMEDIOS,121,140,160,180
PI,NOVA SANTA RITA,102,120,128,128
PI,NOVO ORIENTE DO PIAUI,209,185,199,215
PI,NOVO SANTO ANTONIO,60,60,64,63
PI,OEIRAS,2451,2539,2625,2841
PI,OLHO DAGUA DO PIAUI,42,60,60,68
PI,PADRE MARCOS,251,253,247,279
PI,PAES LANDIM,190,198,194,206
PI,PAJEU DO PIAUI,114,114,114,126
PI,PALMEIRA DO PIAUI,147,172,172,207
PI,PALMEIRAIS,374,303,385,404
PI,PAQUETA,37,43,39,43
PI,PARNAGUA,298,311,310,346
PI,PARNAIBA,14082,14579,15064,16566
PI,PASSAGEM FRANCA DO PIAUI,88,82,96,94
PI,PATOS DO PIAUI,160,179,172,186
PI,PAU DARCO DO PIAUI,38,54,45,57
PI,PAULISTANA,1084,1120,1162,1306
PI,PAVUSSU,113,110,118,121
PI,PEDRO II,1400,1498,1515,1583
PI,PEDRO LAURENTINO,58,67,80,75
PI,PICOS,8743,9003,9523,10102
PI,PIMENTEIRAS,275,281,293,299
PI,PIO IX,713,725,761,780
PI,PIRACURUCA,1393,1352,1415,1400
PI,PIRIPIRI,4245,4513,4500,5363
PI,PORTO,344,610,371,404
PI,PORTO ALEGRE DO PIAUI,47,50,61,61
PI,PRATA DO PIAUI,97,99,107,100
PI,QUEIMADA NOVA,162,172,216,274
PI,REDENCAO DO GURGUEIA,207,223,267,297
PI,REGENERACAO,716,729,885,807
PI,RIACHO FRIO,121,116,121,141
PI,RIBEIRA DO PIAUI,120,122,137,140
PI,RIBEIRO GONCALVES,296,353,372,406
PI,RIO GRANDE DO PIAUI,196,245,220,259
PI,SANTA CRUZ DO PIAUI,277,288,306,324
PI,SANTA CRUZ DOS MILAGRES,70,90,123,121
PI,SANTA FILOMENA,262,279,307,367
PI,SANTA LUZ,180,190,198,190
PI,SANTA ROSA DO PIAUI,134,132,135,148
PI,SANTANA DO PIAUI,132,125,130,129
PI,SANTO ANTONIO DE LISBOA,240,240,265,251
PI,SANTO ANTONIO DOS MILAGRES,59,50,53,59
PI,SANTO INACIO DO PIAUI,119,149,141,146
PI,SAO BRAZ DO PIAUI,105,107,108,124
PI,SAO FELIX DO PIAUI,99,107,105,120
PI,SAO FRANCISCO DE ASSIS DO PIAUI,114,118,135,132
PI,SAO FRANCISCO DO PIAUI,149,186,188,248
PI,SAO GONCALO DO GURGUEIA,92,93,110,112
PI,SAO GONCALO DO PIAUI,256,241,277,296
PI,SAO JOAO DA CANABRAVA,107,115,127,151
PI,SAO JOAO DA FRONTEIRA,208,197,186,200
PI,SAO JOAO DA SERRA,182,179,172,188
PI,SAO JOAO DA VARJOTA,104,97,89,108
PI,SAO JOAO DO ARRAIAL,188,196,195,218
PI,SAO JOAO DO PIAUI,1436,1482,1496,1642
PI,SAO JOSE DO DIVINO,118,118,127,143
PI,SAO JOSE DO PEIXE,130,140,145,163
PI,SAO JOSE DO PIAUI,178,182,189,195
PI,SAO JULIAO,321,335,380,407
PI,SAO LOURENCO DO PIAUI,97,103,139,162
PI,SAO LUIS DO PIAUI,48,50,57,78
PI,SAO MIGUEL DA BAIXA GRANDE,57,80,90,84
PI,SAO MIGUEL DO FIDALGO,81,82,86,83
PI,SAO MIGUEL DO TAPUIO,411,457,472,430
PI,SAO PEDRO DO PIAUI,469,490,520,541
PI,SAO RAIMUNDO NONATO,2614,2712,2776,3045
PI,SEBASTIAO BARROS,97,105,109,125
PI,SEBASTIAO LEAL,206,228,252,300
PI,SIGEFREDO PACHECO,229,249,255,267
PI,SIMOES,557,571,611,632
PI,SIMPLICIO MENDES,807,873,837,842
PI,SOCORRO DO PIAUI,204,182,178,203
PI,SUSSUAPARA,193,189,190,199
PI,TAMBORIL DO PIAUI,71,70,74,87
PI,TANQUE DO PIAUI,96,122,114,103
PI,TERESINA,125249,129622,133738,142864
PI,UNIAO,1625,1732,1808,2017
PI,URUCUI,1758,1914,1979,2248
PI,VALENCA DO PIAUI,1604,1631,1698,1859
PI,VARZEA BRANCA,119,121,122,163
PI,VARZEA GRANDE,155,155,169,169
PI,VERA MENDES,50,56,55,57
PI,VILA NOVA DO PIAUI,111,109,105,122
PI,WALL FERRAZ,105,110,100,124
PR,ABATIA,462,462,486,522
PR,ADRIANOPOLIS,494,523,540,619
PR,AGUDOS DO SUL,614,642,660,742
PR,ALMIRANTE TAMANDARE,11679,12667,13179,14636
PR,ALTAMIRA DO PARANA,222,233,225,251
PR,ALTO PARAISO,199,223,248,299
PR,ALTO PARANA,1083,1144,1177,1306
PR,ALTO PIQUIRI,656,680,688,821
PR,ALTONIA,1193,1263,1315,1447
PR,ALVORADA DO SUL,1167,1239,1216,1303
PR,AMAPORA,321,345,381,409
PR,AMPERE,1534,1662,1730,1978
PR,ANAHY,182,216,230,279
PR,ANDIRA,2516,2643,2781,3001
PR,ANGULO,329,368,435,476
PR,ANTONINA,2217,2167,2142,2438
PR,ANTONIO OLINTO,332,359,372,406
PR,APUCARANA,17731,18422,19753,21206
PR,ARAPONGAS,16203,17186,17963,19984
PR,ARAPOTI,3258,3571,3754,4036
PR,ARAPUA,226,261,253,274
PR,ARARUNA,1468,1558,1589,1834
PR,ARAUCARIA,22448,24810,27087,28799
PR,ARIRANHA DO IVAI,163,174,176,190
PR,ASSAI,1892,1890,1942,2124
PR,ASSIS CHATEAUBRIAND,5684,6072,6255,6669
PR,ASTORGA,3621,3687,3875,4043
PR,ATALAIA,437,464,479,568
PR,BALSA NOVA,1616,1727,1771,1984
PR,BANDEIRANTES,3727,3902,4044,4278
PR,BARBOSA FERRAZ,970,986,1019,1088
PR,BARRA DO JACARE,236,269,272,294
PR,BARRACAO,1161,1174,1215,1320
PR,BELA VISTA DA CAROBA,190,185,212,238
PR,BELA VISTA DO PARAISO,1750,1818,1875,2045
PR,BITURUNA,885,1017,1085,1190
PR,BOA ESPERANCA,757,795,795,837
PR,BOA ESPERANCA DO IGUACU,203,216,215,261
PR,BOA VENTURA DE SAO ROQUE,385,399,431,457
PR,BOA VISTA DA APARECIDA,555,578,650,749
PR,BOCAIUVA DO SUL,995,1037,1100,1266
PR,BOM JESUS DO SUL,205,208,220,244
PR,BOM SUCESSO,461,531,532,604
PR,BOM SUCESSO DO SUL,410,440,460,492
PR,BORRAZOPOLIS,925,908,936,999
PR,BRAGANEY,459,459,481,517
PR,BRASILANDIA DO SUL,309,320,369,408
PR,CAFEARA,280,302,309,338
PR,CAFELANDIA,2364,2604,2778,3091
PR,CAFEZAL DO SUL,252,276,281,312
PR,CALIFORNIA,701,746,858,931
PR,CAMBARA,3187,3309,3431,3695
PR,CAMBE,14238,15227,15890,17625
PR,CAMBIRA,773,866,914,1016
PR,CAMPINA DA LAGOA,1690,1766,1784,1989
PR,CAMPINA DO SIMAO,176,198,203,212
PR,CAMPINA GRANDE DO SUL,6024,6588,6992,7902
PR,CAMPO BONITO,357,340,379,422
PR,CAMPO DO TENENTE,598,623,627,726
PR,CAMPO LARGO,20351,21485,22478,24337
PR,CAMPO MAGRO,2541,2777,2887,3185
PR,CAMPO MOURAO,16762,17481,18417,20024
PR,CANDIDO DE ABREU,704,745,872,926
PR,CANDOI,1353,1365,1492,1630
PR,CANTAGALO,765,785,833,970
PR,CAPANEMA,2326,2304,2432,2640
PR,CAPITAO LEONIDAS MARQUES,1837,1922,1872,1996
PR,CARAMBEI,3485,3717,3849,4188
PR,CARLOPOLIS,1507,1610,1595,1770
PR,CASCAVEL,61429,64801,68627,74109
PR,CASTRO,9440,10063,10528,11526
PR,CATANDUVAS,695,730,743,852
PR,CENTENARIO DO SUL,957,948,974,1099
PR,CERRO AZUL,1107,1282,1284,1331
PR,CEU AZUL,1622,1688,1720,1929
PR,CHOPINZINHO,2508,2622,2766,2987
PR,CIANORTE,11043,11600,12241,13102
PR,CIDADE GAUCHA,1287,1394,1434,1522
PR,CLEVELANDIA,1785,1843,1851,1941
PR,COLOMBO,31370,33821,34872,38510
PR,COLORADO,3630,3770,3849,4134
PR,CONGONHINHAS,561,593,611,658
PR,CONSELHEIRO MAIRINCK,353,369,358,403
PR,CONTENDA,1881,2045,2165,2358
PR,CORBELIA,2345,2421,2571,2848
PR,CORNELIO PROCOPIO,8738,8916,9156,9689
PR,CORONEL DOMINGOS SOARES,422,456,429,521
PR,CORONEL VIVIDA,2458,2542,2762,2982
PR,CORUMBATAI DO SUL,258,275,290,324
PR,CRUZ MACHADO,708,779,815,905
PR,CRUZEIRO DO IGUACU,394,432,435,528
PR,CRUZEIRO DO OESTE,2166,2326,2385,2620
PR,CRUZEIRO DO SUL,452,468,511,560
PR,CRUZMALTINA,248,264,265,275
PR,CURITIBA,574734,592829,607120,635564
PR,CURIUVA,1220,1194,1283,1341
PR,DIAMANTE DO NORTE,568,596,617,662
PR,DIAMANTE DO SUL,142,141,146,147
PR,DIAMANTE DOESTE,328,345,384,421
PR,DOIS VIZINHOS,5933,6340,6701,7317
PR,DOURADINA,1222,1306,1387,1532
PR,DOUTOR CAMARGO,644,719,756,826
PR,DOUTOR ULYSSES,251,245,253,284
PR,ENEAS MARQUES,547,576,642,684
PR,ENGENHEIRO BELTRAO,1846,1889,1972,2082
PR,ENTRE RIOS DO OESTE,717,737,777,859
PR,ESPERANCA NOVA,122,141,166,169
PR,ESPIGAO ALTO DO IGUACU,205,216,247,278
PR,FAROL,276,306,320,357
PR,FAXINAL,1569,1618,1696,1808
PR,FAZENDA RIO GRANDE,14727,16841,18343,21189
PR,FENIX,495,494,511,546
PR,FERNANDES PINHEIRO,304,318,339,403
PR,FIGUEIRA,992,1067,1112,1162
PR,FLOR DA SERRA DO SUL,281,289,321,360
PR,FLORAI,561,582,585,637
PR,FLORESTA,1000,1069,1332,1391
PR,FLORESTOPOLIS,1161,1181,1242,1388
PR,FLORIDA,396,412,420,439
PR,FORMOSA DO OESTE,1290,1358,1386,1450
PR,FOZ DO IGUACU,48786,51485,53320,57149
PR,FOZ DO JORDAO,382,379,428,505
PR,FRANCISCO ALVES,505,524,571,666
PR,FRANCISCO BELTRAO,14470,15317,16314,17651
PR,GENERAL CARNEIRO,682,712,722,858
PR,GODOY MOREIRA,164,164,196,207
PR,GOIOERE,3893,4052,4133,4559
PR,GOIOXIM,243,272,268,324
PR,GRANDES RIOS,451,468,461,492
PR,GUAIRA,3632,3873,4136,4499
PR,GUAIRACA,425,501,581,626
PR,GUAMIRANGA,281,288,324,358
PR,GUAPIRAMA,398,411,433,521
PR,GUAPOREMA,201,221,225,257
PR,GUARACI,538,578,635,676
PR,GUARANIACU,1395,1451,1490,1635
PR,GUARAPUAVA,26398,27914,29350,31529
PR,GUARAQUECABA,421,471,446,527
PR,GUARATUBA,5018,5348,5479,6220
PR,HONORIO SERPA,377,426,445,487
PR,IBAITI,3388,3446,3608,3874
PR,IBEMA,437,454,476,542
PR,IBIPORA,7187,7617,7988,8742
PR,ICARAIMA,674,737,754,852
PR,IGUARACU,560,612,673,734
PR,IGUATU,175,175,175,191
PR,IMBAU,949,996,1010,1223
PR,IMBITUVA,2040,2217,2353,2653
PR,INACIO MARTINS,465,493,537,601
PR,INAJA,228,217,240,275
PR,INDIANOPOLIS,506,542,555,634
PR,IPIRANGA,1128,1178,1228,1289
PR,IPORA,1349,1403,1435,1594
PR,IRACEMA DO OESTE,214,257,260,282
PR,IRATI,7085,7453,7656,8305
PR,IRETAMA,744,783,800,855
PR,ITAGUAJE,413,432,465,545
PR,ITAIPULANDIA,1079,1211,1282,1421
PR,ITAMBARACA,572,594,632,693
PR,ITAMBE,751,777,836,875
PR,ITAPEJARA DOESTE,1276,1358,1421,1612
PR,ITAPERUCU,1541,1676,1844,2102
PR,ITAUNA DO SUL,277,324,349,374
PR,IVAI,629,665,736,781
PR,IVAIPORA,4153,4342,4496,4781
PR,IVATE,677,726,746,803
PR,IVATUBA,416,455,493,521
PR,JABOTI,375,416,449,484
PR,JACAREZINHO,5662,5900,6127,6561
PR,JAGUAPITA,1320,1417,1591,1827
PR,JAGUARIAIVA,4080,4266,4593,4883
PR,JANDAIA DO SUL,3543,3623,3786,4038
PR,JANIOPOLIS,457,498,516,556
PR,JAPIRA,369,377,402,426
PR,JAPURA,1059,1127,1181,1267
PR,JARDIM ALEGRE,1165,1157,1218,1338
PR,JARDIM OLINDA,111,125,130,164
PR,JATAIZINHO,1179,1198,1275,1491
PR,JESUITAS,1447,1492,1586,1616
PR,JOAQUIM TAVORA,1484,1569,1657,1669
PR,JUNDIAI DO SUL,275,298,299,360
PR,JURANDA,775,792,836,914
PR,JUSSARA,813,884,948,1116
PR,KALORE,491,501,526,565
PR,LAPA,6004,6330,6502,7132
PR,LARANJAL,249,253,257,294
PR,LARANJEIRAS DO SUL,3859,3972,4127,4443
PR,LEOPOLIS,353,358,380,454
PR,LIDIANOPOLIS,267,281,323,351
PR,LINDOESTE,346,409,419,451
PR,LOANDA,2767,2938,3079,3329
PR,LOBATO,705,713,750,822
PR,LONDRINA,118681,122880,127990,135781
PR,LUIZIANA,571,600,628,636
PR,LUNARDELLI,453,480,491,500
PR,LUPIONOPOLIS,495,497,506,558
PR,MALLET,1267,1353,1461,1717
PR,MAMBORE,2040,2139,2185,2219
PR,MANDAGUACU,3150,3401,3671,4073
PR,MANDAGUARI,5152,5377,5649,6163
PR,MANDIRITUBA,2186,2231,2362,2606
PR,MANFRINOPOLIS,102,149,173,148
PR,MANGUEIRINHA,1449,1600,1712,1945
PR,MANOEL RIBAS,1097,1180,1172,1354
PR,MARECHAL CANDIDO RONDON,9300,9920,10502,11465
PR,MARIA HELENA,369,392,417,453
PR,MARIALVA,5700,6057,6487,7092
PR,MARILANDIA DO SUL,844,876,887,964
PR,MARILENA,398,443,503,543
PR,MARILUZ,624,652,668,793
PR,MARINGA,95195,99027,104323,111153
PR,MARIOPOLIS,774,819,833,918
PR,MARIPA,1105,1145,1193,1240
PR,MARMELEIRO,1422,1561,1706,1841
PR,MARQUINHO,226,235,250,262
PR,MARUMBI,449,466,499,524
PR,MATELANDIA,2167,2250,2334,2723
PR,MATINHOS,4981,5232,5415,5886
PR,MATO RICO,167,179,199,222
PR,MAUA DA SERRA,573,617,693,758
PR,MEDIANEIRA,8059,8403,8829,9832
PR,MERCEDES,626,676,694,818
PR,MIRADOR,125,135,141,166
PR,MIRASELVA,272,286,305,338
PR,MISSAL,1535,1640,1815,2014
PR,MOREIRA SALES,912,963,1008,1084
PR,MORRETES,2395,2523,2535,2821
PR,MUNHOZ DE MELO,309,329,380,416
PR,NOSSA SENHORA DAS GRACAS,524,544,554,609
PR,NOVA ALIANCA DO IVAI,146,159,151,159
PR,NOVA AMERICA DA COLINA,260,259,288,303
PR,NOVA AURORA,1575,1716,1763,1928
PR,NOVA CANTU,531,579,642,726
PR,NOVA ESPERANCA,2830,2992,3077,3472
PR,NOVA ESPERANCA DO SUDOESTE,341,348,390,439
PR,NOVA FATIMA,903,870,836,885
PR,NOVA LARANJEIRAS,543,563,602,637
PR,NOVA LONDRINA,1449,1539,1643,1796
PR,NOVA OLIMPIA,529,559,604,693
PR,NOVA PRATA DO IGUACU,755,792,798,922
PR,NOVA SANTA BARBARA,360,379,424,471
PR,NOVA SANTA ROSA,1175,1234,1270,1388
PR,NOVA TEBAS,381,446,449,435
PR,NOVO ITACOLOMI,197,209,257,290
PR,ORTIGUEIRA,1503,1501,1536,1826
PR,OURIZONA,399,427,453,478
PR,OURO VERDE DO OESTE,706,746,783,865
PR,PAICANDU,3974,4303,4658,5247
PR,PALMAS,4612,4992,5118,5670
PR,PALMEIRA,4317,4557,4814,5288
PR,PALMITAL,1125,1149,1113,1265
PR,PALOTINA,6036,6267,6585,7274
PR,PARAISO DO NORTE,1889,2063,2104,2315
PR,PARANACITY,984,941,1000,1132
